producto_id,investigador_id,orden,rol,activo
P-GR-5F2F1F3FA5FD,I-0000442380,,Autor listado en GrupLAC,1
P-GR-5F318D43229B,I-0000107603,,Autor listado en GrupLAC,1
P-GR-5F31C73BAA76,I-0000296015,,Autor listado en GrupLAC,1
P-GR-5F32AD6D0972,I-0001065971,,Autor listado en GrupLAC,1
P-GR-5F3E5FB2CE18,I-0000152528,,Autor listado en GrupLAC,1
P-GR-5F459673815F,I-0000484768,,Autor listado en GrupLAC,1
P-GR-5F459673815F,I-0000772119,,Autor listado en GrupLAC,1
P-GR-5F697E6CF2DF,I-0001359432,,Autor listado en GrupLAC,1
P-GR-5F869F4555D7,I-0001409629,,Autor listado en GrupLAC,1
P-GR-5F869F4555D7,I-0001520278,,Autor listado en GrupLAC,1
P-GR-5F9CF4A2EBC5,I-0000442380,,Autor listado en GrupLAC,1
P-GR-5FAFF6ACB533,I-0000449709,,Autor listado en GrupLAC,1
P-GR-5FAFF6ACB533,I-0001935975,,Autor listado en GrupLAC,1
P-GR-5FB0527B9FF4,I-0000562998,,Autor listado en GrupLAC,1
P-GR-5FB0E04A0B62,I-0000979430,,Autor listado en GrupLAC,1
P-GR-5FB3AB4031EC,I-0001951086,,Autor listado en GrupLAC,1
P-GR-5FC0AE2459F6,I-0001597437,,Autor listado en GrupLAC,1
P-GR-5FC0C38A36E9,I-0001399154,,Autor listado en GrupLAC,1
P-GR-5FC1262322B5,I-0000336777,,Autor listado en GrupLAC,1
P-GR-5FC1262322B5,I-0000602272,,Autor listado en GrupLAC,1
P-GR-5FC1262322B5,I-0001602564,,Autor listado en GrupLAC,1
P-GR-5FD4C4185FB4,I-0000112231,,Autor listado en GrupLAC,1
P-GR-5FDD3C09A6ED,I-0001592848,,Autor listado en GrupLAC,1
P-GR-5FDE5E61B095,I-0001518365,,Autor listado en GrupLAC,1
P-GR-5FDF347D2B48,I-0000979430,,Autor listado en GrupLAC,1
P-GR-5FE679EBB92C,I-0000197840,,Autor listado en GrupLAC,1
P-GR-5FE9710D3BD4,I-0000424382,,Autor listado en GrupLAC,1
P-GR-5FEC0A2B2DA3,I-0000028620,,Autor listado en GrupLAC,1
P-GR-5FF096260BCA,I-0001385658,,Autor listado en GrupLAC,1
P-GR-5FF0CE5410A6,I-0001031279,,Autor listado en GrupLAC,1
P-GR-6000D0C68C65,I-0000107603,,Autor listado en GrupLAC,1
P-GR-6000D0C68C65,I-0000233633,,Autor listado en GrupLAC,1
P-GR-6003E1BC5743,I-0000150630,,Autor listado en GrupLAC,1
P-GR-600DE3990804,I-0001619352,,Autor listado en GrupLAC,1
P-GR-600E46DD033E,I-0000727601,,Autor listado en GrupLAC,1
P-GR-6013BB857082,I-0000107603,,Autor listado en GrupLAC,1
P-GR-6013BB857082,I-0000233633,,Autor listado en GrupLAC,1
P-GR-6013BB857082,I-0001044010,,Autor listado en GrupLAC,1
P-GR-6024D51FED30,I-0000512974,,Autor listado en GrupLAC,1
P-GR-6024D51FED30,I-0000666475,,Autor listado en GrupLAC,1
P-GR-6024D51FED30,I-0001362832,,Autor listado en GrupLAC,1
P-GR-6024D51FED30,I-0001368455,,Autor listado en GrupLAC,1
P-GR-6024F02CD37C,I-0001599464,,Autor listado en GrupLAC,1
P-GR-602823FAC2D3,I-0000449814,,Autor listado en GrupLAC,1
P-GR-602823FAC2D3,I-0000649996,,Autor listado en GrupLAC,1
P-GR-602823FAC2D3,I-0001432110,,Autor listado en GrupLAC,1
P-GR-602823FAC2D3,I-0001773374,,Autor listado en GrupLAC,1
P-GR-60454481FB5D,I-0000731374,,Autor listado en GrupLAC,1
P-GR-60454481FB5D,I-0001399497,,Autor listado en GrupLAC,1
P-GR-60454481FB5D,I-0001594508,,Autor listado en GrupLAC,1
P-GR-6050904B0B50,I-0001385658,,Autor listado en GrupLAC,1
P-GR-6053716B0119,I-0000786357,,Autor listado en GrupLAC,1
P-GR-605FD1E4C086,I-0000080906,,Autor listado en GrupLAC,1
P-GR-6062CDC82F91,I-0001065971,,Autor listado en GrupLAC,1
P-GR-6063824CA251,I-0000501816,,Autor listado en GrupLAC,1
P-GR-6063824CA251,I-0000984264,,Autor listado en GrupLAC,1
P-GR-608227045791,I-0000400700,,Autor listado en GrupLAC,1
P-GR-608227045791,I-0000410098,,Autor listado en GrupLAC,1
P-GR-608227045791,I-0000410179,,Autor listado en GrupLAC,1
P-GR-608CB37C4FA0,I-0000579696,,Autor listado en GrupLAC,1
P-GR-609AAAAAB5ED,I-0000121861,,Autor listado en GrupLAC,1
P-GR-609E0A47C68D,I-0001373967,,Autor listado en GrupLAC,1
P-GR-60A917915598,I-0000939960,,Autor listado en GrupLAC,1
P-GR-60B489961E1B,I-0000015701,,Autor listado en GrupLAC,1
P-GR-60BAF944B431,I-0001400020,,Autor listado en GrupLAC,1
P-GR-60CCD7E0F5F8,I-0001734997,,Autor listado en GrupLAC,1
P-GR-60CCD7E0F5F8,I-0002002591,,Autor listado en GrupLAC,1
P-GR-60D3527EBD7D,I-0000112231,,Autor listado en GrupLAC,1
P-GR-60D3527EBD7D,I-0000116197,,Autor listado en GrupLAC,1
P-GR-60D3527EBD7D,I-0001441458,,Autor listado en GrupLAC,1
P-GR-60E76F75B001,I-0001334340,,Autor listado en GrupLAC,1
P-GR-60F303EDD90D,I-0000152528,,Autor listado en GrupLAC,1
P-GR-60F690F606AE,I-0001525826,,Autor listado en GrupLAC,1
P-GR-6108D6BEBF69,I-0000673650,,Autor listado en GrupLAC,1
P-GR-612B987F4D1F,I-0001582707,,Autor listado en GrupLAC,1
P-GR-61460BFF05E5,I-0000445347,,Autor listado en GrupLAC,1
P-GR-61460BFF05E5,I-0000988030,,Autor listado en GrupLAC,1
P-GR-614E78DC933E,I-0000424382,,Autor listado en GrupLAC,1
P-GR-6152A5F05218,I-0001606848,,Autor listado en GrupLAC,1
P-GR-6157D4595C22,I-0001403188,,Autor listado en GrupLAC,1
P-GR-615B942C7E19,I-0000525898,,Autor listado en GrupLAC,1
P-GR-615FB1BF3CA9,I-0001385658,,Autor listado en GrupLAC,1
P-GR-6160CE3DCFE4,I-0000939960,,Autor listado en GrupLAC,1
P-GR-61645C1C1BF6,I-0000484768,,Autor listado en GrupLAC,1
P-GR-616730F15260,I-0000019484,,Autor listado en GrupLAC,1
P-GR-616730F15260,I-0001416122,,Autor listado en GrupLAC,1
P-GR-616730F15260,I-0001416765,,Autor listado en GrupLAC,1
P-GR-617BE3C6781A,I-0001381258,,Autor listado en GrupLAC,1
P-GR-6180CBE08E46,I-0000444740,,Autor listado en GrupLAC,1
P-GR-6181A03F6327,I-0001713320,,Autor listado en GrupLAC,1
P-GR-6186E5EE87D9,I-0000247413,,Autor listado en GrupLAC,1
P-GR-618EB76873A3,I-0000155864,,Autor listado en GrupLAC,1
P-GR-618EB76873A3,I-0002082201,,Autor listado en GrupLAC,1
P-GR-619672CC46F9,I-0000424382,,Autor listado en GrupLAC,1
P-GR-619672CC46F9,I-0000786357,,Autor listado en GrupLAC,1
P-GR-61A519C1D5C9,I-0001561197,,Autor listado en GrupLAC,1
P-GR-61AF42E85E9F,I-0001860269,,Autor listado en GrupLAC,1
P-GR-61C050A18947,I-0000939960,,Autor listado en GrupLAC,1
P-GR-61C9819548E7,I-0000424382,,Autor listado en GrupLAC,1
P-GR-61D4AD72533E,I-0000424382,,Autor listado en GrupLAC,1
P-GR-61D4AD72533E,I-0000786357,,Autor listado en GrupLAC,1
P-GR-61D4AD72533E,I-0001660070,,Autor listado en GrupLAC,1
P-GR-61DFC43AE9D5,I-0000999245,,Autor listado en GrupLAC,1
P-GR-61F10E6EE0EA,I-0001553351,,Autor listado en GrupLAC,1
P-GR-61F322DC3216,I-0000015701,,Autor listado en GrupLAC,1
P-GR-6201A0020C4F,I-0000525898,,Autor listado en GrupLAC,1
P-GR-6201A0020C4F,I-0000550051,,Autor listado en GrupLAC,1
P-GR-6201A0020C4F,I-0001390688,,Autor listado en GrupLAC,1
P-GR-62026B5F199E,I-0000014994,,Autor listado en GrupLAC,1
P-GR-62026B5F199E,I-0000026734,,Autor listado en GrupLAC,1
P-GR-62026B5F199E,I-0000052099,,Autor listado en GrupLAC,1
P-GR-62026B5F199E,I-0001409629,,Autor listado en GrupLAC,1
P-GR-62026B5F199E,I-0001516099,,Autor listado en GrupLAC,1
P-GR-62026B5F199E,I-0001553351,,Autor listado en GrupLAC,1
P-GR-62026B5F199E,I-0001611502,,Autor listado en GrupLAC,1
P-GR-6212E47E7141,I-0000073192,,Autor listado en GrupLAC,1
P-GR-621585299EAE,I-0000235156,,Autor listado en GrupLAC,1
P-GR-621585299EAE,I-0001626906,,Autor listado en GrupLAC,1
P-GR-621585299EAE,I-0001628806,,Autor listado en GrupLAC,1
P-GR-622E7611A904,I-0000562998,,Autor listado en GrupLAC,1
P-GR-622E82E95893,I-0000107603,,Autor listado en GrupLAC,1
P-GR-622E82E95893,I-0000233633,,Autor listado en GrupLAC,1
P-GR-622E82E95893,I-0000284610,,Autor listado en GrupLAC,1
P-GR-6231574B1987,I-0000449709,,Autor listado en GrupLAC,1
P-GR-6231574B1987,I-0000562998,,Autor listado en GrupLAC,1
P-GR-6231574B1987,I-0001350835,,Autor listado en GrupLAC,1
P-GR-623333E8405E,I-0000107603,,Autor listado en GrupLAC,1
P-GR-6240E9043469,I-0000097275,,Autor listado en GrupLAC,1
P-GR-624853E99EC4,I-0001351426,,Autor listado en GrupLAC,1
P-GR-62486A46A2DF,I-0001236059,,Autor listado en GrupLAC,1
P-GR-624DD54993DE,I-0001623442,,Autor listado en GrupLAC,1
P-GR-625A47EF0D51,I-0000960624,,Autor listado en GrupLAC,1
P-GR-6264BED2D11B,I-0001350835,,Autor listado en GrupLAC,1
P-GR-626516BAE9E5,I-0000550051,,Autor listado en GrupLAC,1
P-GR-627D4AA11B12,I-0000444740,,Autor listado en GrupLAC,1
P-GR-628F228656DF,I-0000120495,,Autor listado en GrupLAC,1
P-GR-6292524903C2,I-0000122739,,Autor listado en GrupLAC,1
P-GR-6292524903C2,I-0001748912,,Autor listado en GrupLAC,1
P-GR-629D21E01148,I-0001455875,,Autor listado en GrupLAC,1
P-GR-62A4118F7F37,I-0000073192,,Autor listado en GrupLAC,1
P-GR-62B3B1E21F8D,I-0001044010,,Autor listado en GrupLAC,1
P-GR-62B3B1E21F8D,I-0001638385,,Autor listado en GrupLAC,1
P-GR-62BDEAC5E650,I-0000939960,,Autor listado en GrupLAC,1
P-GR-62C15EF636E2,I-0000028758,,Autor listado en GrupLAC,1
P-GR-62C15EF636E2,I-0000484768,,Autor listado en GrupLAC,1
P-GR-62C750071421,I-0000951439,,Autor listado en GrupLAC,1
P-GR-62C750071421,I-0001379197,,Autor listado en GrupLAC,1
P-GR-62C7EF048915,I-0001350835,,Autor listado en GrupLAC,1
P-GR-62CB45FF6E4D,I-0000120594,,Autor listado en GrupLAC,1
P-GR-62CB45FF6E4D,I-0000789100,,Autor listado en GrupLAC,1
P-GR-62D6F48A1EB5,I-0000315982,,Autor listado en GrupLAC,1
P-GR-62DC9313364F,I-0001525409,,Autor listado en GrupLAC,1
P-GR-62E5C29C928C,I-0000336777,,Autor listado en GrupLAC,1
P-GR-62E702B639B2,I-0000310581,,Autor listado en GrupLAC,1
P-GR-62F07EC811B0,I-0001525826,,Autor listado en GrupLAC,1
P-GR-62F876B7EC51,I-0000070696,,Autor listado en GrupLAC,1
P-GR-62F876B7EC51,I-0001742599,,Autor listado en GrupLAC,1
P-GR-63135590AC02,I-0000108908,,Autor listado en GrupLAC,1
P-GR-6317EE1EC0E7,I-0000107603,,Autor listado en GrupLAC,1
P-GR-6317EE1EC0E7,I-0000233633,,Autor listado en GrupLAC,1
P-GR-6317EE1EC0E7,I-0000286451,,Autor listado en GrupLAC,1
P-GR-631D11486D0A,I-0000772119,,Autor listado en GrupLAC,1
P-GR-632C0B6868A0,I-0001044010,,Autor listado en GrupLAC,1
P-GR-632C4ABC3285,I-0000484768,,Autor listado en GrupLAC,1
P-GR-633576CC8320,I-0001013300,,Autor listado en GrupLAC,1
P-GR-633576CC8320,I-0001347072,,Autor listado en GrupLAC,1
P-GR-6348C89DE3C9,I-0001471482,,Autor listado en GrupLAC,1
P-GR-6348C89DE3C9,I-0002031841,,Autor listado en GrupLAC,1
P-GR-63512F954CE9,I-0000424382,,Autor listado en GrupLAC,1
P-GR-63512F954CE9,I-0000786357,,Autor listado en GrupLAC,1
P-GR-63667B1DD334,I-0001171739,,Autor listado en GrupLAC,1
P-GR-63762B90D1AB,I-0000164721,,Autor listado en GrupLAC,1
P-GR-63762B90D1AB,I-0000601330,,Autor listado en GrupLAC,1
P-GR-6377D3D99FC4,I-0000648302,,Autor listado en GrupLAC,1
P-GR-637FBED00269,I-0001083406,,Autor listado en GrupLAC,1
P-GR-6384B64BA444,I-0001350835,,Autor listado en GrupLAC,1
P-GR-63884B040D14,I-0000054975,,Autor listado en GrupLAC,1
P-GR-63884B040D14,I-0000691887,,Autor listado en GrupLAC,1
P-GR-63966C4677E8,I-0000447650,,Autor listado en GrupLAC,1
P-GR-639ECEEDEAE9,I-0001347072,,Autor listado en GrupLAC,1
P-GR-63A371B9AF66,I-0000107603,,Autor listado en GrupLAC,1
P-GR-63A371B9AF66,I-0000233633,,Autor listado en GrupLAC,1
P-GR-63C2C3FB9BBB,I-0001477400,,Autor listado en GrupLAC,1
P-GR-63F5805E91C8,I-0000071573,,Autor listado en GrupLAC,1
P-GR-6410C19E40CF,I-0000097275,,Autor listado en GrupLAC,1
P-GR-6410C19E40CF,I-0001590356,,Autor listado en GrupLAC,1
P-GR-6415A8127765,I-0001404285,,Autor listado en GrupLAC,1
P-GR-6417520DD5C8,I-0000154733,,Autor listado en GrupLAC,1
P-GR-6417520DD5C8,I-0001166476,,Autor listado en GrupLAC,1
P-GR-641EA59D1C65,I-0000772119,,Autor listado en GrupLAC,1
P-GR-64235B240244,I-0000484768,,Autor listado en GrupLAC,1
P-GR-6424B2782107,I-0001510894,,Autor listado en GrupLAC,1
P-GR-6447E48C1F49,I-0001492149,,Autor listado en GrupLAC,1
P-GR-644FF0E409D3,I-0000939960,,Autor listado en GrupLAC,1
P-GR-647903D2CB79,I-0000062482,,Autor listado en GrupLAC,1
P-GR-64818EC94141,I-0000197840,,Autor listado en GrupLAC,1
P-GR-64818EC94141,I-0000645389,,Autor listado en GrupLAC,1
P-GR-649068ED1D55,I-0000968943,,Autor listado en GrupLAC,1
P-GR-649A23499B6F,I-0001385658,,Autor listado en GrupLAC,1
P-GR-649D4D9FD860,I-0000400700,,Autor listado en GrupLAC,1
P-GR-649D4D9FD860,I-0000410098,,Autor listado en GrupLAC,1
P-GR-649D4D9FD860,I-0000410179,,Autor listado en GrupLAC,1
P-GR-64A1425FFC37,I-0000951439,,Autor listado en GrupLAC,1
P-GR-64A1425FFC37,I-0001379197,,Autor listado en GrupLAC,1
P-GR-64C049B1CFEC,I-0001399154,,Autor listado en GrupLAC,1
P-GR-64D3B9C5FEE9,I-0000107603,,Autor listado en GrupLAC,1
P-GR-64D3B9C5FEE9,I-0000233633,,Autor listado en GrupLAC,1
P-GR-64E35FEF7DEB,I-0000731374,,Autor listado en GrupLAC,1
P-GR-64EC5247C7BB,I-0000694428,,Autor listado en GrupLAC,1
P-GR-64EE0CBDCFDF,I-0001599464,,Autor listado en GrupLAC,1
P-GR-64F4AA5F62BB,I-0000694428,,Autor listado en GrupLAC,1
P-GR-64F8C90B86F0,I-0001088840,,Autor listado en GrupLAC,1
P-GR-64FA7B359A95,I-0000233633,,Autor listado en GrupLAC,1
P-GR-64FA7B359A95,I-0000684660,,Autor listado en GrupLAC,1
P-GR-650A6671BE43,I-0000689173,,Autor listado en GrupLAC,1
P-GR-650A6671BE43,I-0001056786,,Autor listado en GrupLAC,1
P-GR-65366B7A5561,I-0000250457,,Autor listado en GrupLAC,1
P-GR-65366B7A5561,I-0001459539,,Autor listado en GrupLAC,1
P-GR-653D6885549C,I-0000168275,,Autor listado en GrupLAC,1
P-GR-653FEDD40FFD,I-0001353142,,Autor listado en GrupLAC,1
P-GR-653FEDD40FFD,I-0001354190,,Autor listado en GrupLAC,1
P-GR-653FEDD40FFD,I-0001673490,,Autor listado en GrupLAC,1
P-GR-65755FBEA740,I-0000021091,,Autor listado en GrupLAC,1
P-GR-65821312A5FA,I-0000706159,,Autor listado en GrupLAC,1
P-GR-65821312A5FA,I-0001598770,,Autor listado en GrupLAC,1
P-GR-658AC3326C4C,I-0001631067,,Autor listado en GrupLAC,1
P-GR-65A043C4C6DC,I-0000023278,,Autor listado en GrupLAC,1
P-GR-65A043C4C6DC,I-0000410179,,Autor listado en GrupLAC,1
P-GR-65A3B455790C,I-0000572381,,Autor listado en GrupLAC,1
P-GR-65CA352C3DE1,I-0000235164,,Autor listado en GrupLAC,1
P-GR-65CA352C3DE1,I-0000536407,,Autor listado en GrupLAC,1
P-GR-65CA352C3DE1,I-0000550051,,Autor listado en GrupLAC,1
P-GR-65CA4C5046FA,I-0001473387,,Autor listado en GrupLAC,1
P-GR-65CA4C5046FA,I-0001597437,,Autor listado en GrupLAC,1
P-GR-65CFAE34B20E,I-0000233633,,Autor listado en GrupLAC,1
P-GR-65CFAE34B20E,I-0000996378,,Autor listado en GrupLAC,1
P-GR-65CFAE34B20E,I-0001044010,,Autor listado en GrupLAC,1
P-GR-65CFAE34B20E,I-0001441192,,Autor listado en GrupLAC,1
P-GR-65D671A15F56,I-0001471482,,Autor listado en GrupLAC,1
P-GR-65E74CB1D877,I-0000939960,,Autor listado en GrupLAC,1
P-GR-660525D3A9AF,I-0001182080,,Autor listado en GrupLAC,1
P-GR-6616509D6C82,I-0000019484,,Autor listado en GrupLAC,1
P-GR-66172217FECA,I-0000393932,,Autor listado en GrupLAC,1
P-GR-66172217FECA,I-0001518365,,Autor listado en GrupLAC,1
P-GR-66172217FECA,I-0001582707,,Autor listado en GrupLAC,1
P-GR-66312CED74E3,I-0001478298,,Autor listado en GrupLAC,1
P-GR-66485301D15D,I-0000447650,,Autor listado en GrupLAC,1
P-GR-66504153DD74,I-0000450987,,Autor listado en GrupLAC,1
P-GR-66504153DD74,I-0001417838,,Autor listado en GrupLAC,1
P-GR-6650778996E9,I-0000424382,,Autor listado en GrupLAC,1
P-GR-6650778996E9,I-0000786357,,Autor listado en GrupLAC,1
P-GR-66604904F353,I-0000116197,,Autor listado en GrupLAC,1
P-GR-66604904F353,I-0001541907,,Autor listado en GrupLAC,1
P-GR-66613E6BE4E5,I-0000038814,,Autor listado en GrupLAC,1
P-GR-66613E6BE4E5,I-0001455875,,Autor listado en GrupLAC,1
P-GR-66613E6BE4E5,I-0001933253,,Autor listado en GrupLAC,1
P-GR-66613E6BE4E5,I-0002049701,,Autor listado en GrupLAC,1
P-GR-666523ABB55E,I-0000831980,,Autor listado en GrupLAC,1
P-GR-6666EF9581B6,I-0000007942,,Autor listado en GrupLAC,1
P-GR-6678755D3DD2,I-0000484768,,Autor listado en GrupLAC,1
P-GR-6678755D3DD2,I-0000731374,,Autor listado en GrupLAC,1
P-GR-6678755D3DD2,I-0000772119,,Autor listado en GrupLAC,1
P-GR-667B5FFD9D7C,I-0000145013,,Autor listado en GrupLAC,1
P-GR-6695DE5B3EE9,I-0001413362,,Autor listado en GrupLAC,1
P-GR-669A83E994D4,I-0001042912,,Autor listado en GrupLAC,1
P-GR-669A83E994D4,I-0001399005,,Autor listado en GrupLAC,1
P-GR-669B4AC61BF4,I-0000154733,,Autor listado en GrupLAC,1
P-GR-669B4AC61BF4,I-0001166476,,Autor listado en GrupLAC,1
P-GR-66A8215C1693,I-0000173405,,Autor listado en GrupLAC,1
P-GR-66BA94A97680,I-0000577952,,Autor listado en GrupLAC,1
P-GR-66BA94A97680,I-0000993573,,Autor listado en GrupLAC,1
P-GR-66BE62509308,I-0000800287,,Autor listado en GrupLAC,1
P-GR-66CAB9612407,I-0000214680,,Autor listado en GrupLAC,1
P-GR-66D14D378505,I-0001623442,,Autor listado en GrupLAC,1
P-GR-66E1668FD69E,I-0001340786,,Autor listado en GrupLAC,1
P-GR-66EFC0D680C6,I-0000597805,,Autor listado en GrupLAC,1
P-GR-66F09BE7FB6D,I-0000447285,,Autor listado en GrupLAC,1
P-GR-66F83904A008,I-0000107603,,Autor listado en GrupLAC,1
P-GR-66F83904A008,I-0000983098,,Autor listado en GrupLAC,1
P-GR-66F83904A008,I-0001377946,,Autor listado en GrupLAC,1
P-GR-6700CD7E69F5,I-0001416765,,Autor listado en GrupLAC,1
P-GR-67027CF8D97C,I-0000116197,,Autor listado en GrupLAC,1
P-GR-67027CF8D97C,I-0001531662,,Autor listado en GrupLAC,1
P-GR-6705126CE2DE,I-0000107603,,Autor listado en GrupLAC,1
P-GR-6705126CE2DE,I-0001441192,,Autor listado en GrupLAC,1
P-GR-6705126CE2DE,I-0001492887,,Autor listado en GrupLAC,1
P-GR-6706A4CCF18C,I-0001592848,,Autor listado en GrupLAC,1
P-GR-6706A4CCF18C,I-0001651824,,Autor listado en GrupLAC,1
P-GR-671C16231910,I-0001836976,,Autor listado en GrupLAC,1
P-GR-671F8422434B,I-0001748912,,Autor listado en GrupLAC,1
P-GR-67294B626432,I-0000772119,,Autor listado en GrupLAC,1
P-GR-672B14E14D23,I-0000684660,,Autor listado en GrupLAC,1
P-GR-672FC16A009F,I-0000152528,,Autor listado en GrupLAC,1
P-GR-6740498CD283,I-0001425992,,Autor listado en GrupLAC,1
P-GR-6747DE8AD492,I-0000939960,,Autor listado en GrupLAC,1
P-GR-6751D9AF30EF,I-0000562998,,Autor listado en GrupLAC,1
P-GR-676D771B0E70,I-0000107603,,Autor listado en GrupLAC,1
P-GR-676D771B0E70,I-0000983098,,Autor listado en GrupLAC,1
P-GR-676D771B0E70,I-0001377946,,Autor listado en GrupLAC,1
P-GR-67770C8DF591,I-0000694428,,Autor listado en GrupLAC,1
P-GR-678C5EBE00FC,I-0001606848,,Autor listado en GrupLAC,1
P-GR-678D34BFE790,I-0000400700,,Autor listado en GrupLAC,1
P-GR-678D34BFE790,I-0000410179,,Autor listado en GrupLAC,1
P-GR-679615F5BA51,I-0000154733,,Autor listado en GrupLAC,1
P-GR-679CEBAA1DD1,I-0000483303,,Autor listado en GrupLAC,1
P-GR-67BD53DAE56D,I-0000107603,,Autor listado en GrupLAC,1
P-GR-67BD53DAE56D,I-0000983098,,Autor listado en GrupLAC,1
P-GR-67BD53DAE56D,I-0001377946,,Autor listado en GrupLAC,1
P-GR-67C6A050F01D,I-0000107603,,Autor listado en GrupLAC,1
P-GR-67C6A050F01D,I-0001399381,,Autor listado en GrupLAC,1
P-GR-67C6A050F01D,I-0001492887,,Autor listado en GrupLAC,1
P-GR-67C6E1FB25E7,I-0000061890,,Autor listado en GrupLAC,1
P-GR-67DD87E9AED5,I-0001750045,,Autor listado en GrupLAC,1
P-GR-67DFBB753172,I-0001686888,,Autor listado en GrupLAC,1
P-GR-67F6088D8992,I-0000421294,,Autor listado en GrupLAC,1
P-GR-67F6088D8992,I-0000666475,,Autor listado en GrupLAC,1
P-GR-67FA8D8DF0B7,I-0001391969,,Autor listado en GrupLAC,1
P-GR-680F86C17A7C,I-0000649996,,Autor listado en GrupLAC,1
P-GR-680F86C17A7C,I-0001027077,,Autor listado en GrupLAC,1
P-GR-680F86C17A7C,I-0001404374,,Autor listado en GrupLAC,1
P-GR-681731226DDF,I-0000133116,,Autor listado en GrupLAC,1
P-GR-681731226DDF,I-0001421976,,Autor listado en GrupLAC,1
P-GR-681731226DDF,I-0001687752,,Autor listado en GrupLAC,1
P-GR-681731226DDF,I-0002176452,,Autor listado en GrupLAC,1
P-GR-68194596F077,I-0000531030,,Autor listado en GrupLAC,1
P-GR-68194596F077,I-0001597960,,Autor listado en GrupLAC,1
P-GR-681AF45EB16C,I-0000484768,,Autor listado en GrupLAC,1
P-GR-681AF45EB16C,I-0001416765,,Autor listado en GrupLAC,1
P-GR-681D907F8BA4,I-0000026734,,Autor listado en GrupLAC,1
P-GR-681D907F8BA4,I-0001408571,,Autor listado en GrupLAC,1
P-GR-681D907F8BA4,I-0001462454,,Autor listado en GrupLAC,1
P-GR-681D907F8BA4,I-0001473716,,Autor listado en GrupLAC,1
P-GR-6855CF26C203,I-0000880159,,Autor listado en GrupLAC,1
P-GR-6865C03E36FD,I-0000694428,,Autor listado en GrupLAC,1
P-GR-6865EDDBD92A,I-0001546897,,Autor listado en GrupLAC,1
P-GR-68671C3FC818,I-0000141572,,Autor listado en GrupLAC,1
P-GR-6874CF5DFA09,I-0001182072,,Autor listado en GrupLAC,1
P-GR-6874CF5DFA09,I-0001182080,,Autor listado en GrupLAC,1
P-GR-6884D3F301D8,I-0001401310,,Autor listado en GrupLAC,1
P-GR-6884D3F301D8,I-0001455875,,Autor listado en GrupLAC,1
P-GR-6884D3F301D8,I-0001503437,,Autor listado en GrupLAC,1
P-GR-68886273698E,I-0000086855,,Autor listado en GrupLAC,1
P-GR-68886273698E,I-0001047620,,Autor listado en GrupLAC,1
P-GR-688FC01D98E7,I-0000689173,,Autor listado en GrupLAC,1
P-GR-68917E9E661F,I-0000431338,,Autor listado en GrupLAC,1
P-GR-68917E9E661F,I-0000666475,,Autor listado en GrupLAC,1
P-GR-689B8B3A6DB7,I-0000026734,,Autor listado en GrupLAC,1
P-GR-689B8B3A6DB7,I-0001426122,,Autor listado en GrupLAC,1
P-GR-689B8B3A6DB7,I-0001462454,,Autor listado en GrupLAC,1
P-GR-689CEE52D07A,I-0001347458,,Autor listado en GrupLAC,1
P-GR-68ADB1BBBC9E,I-0000613916,,Autor listado en GrupLAC,1
P-GR-68ADB1BBBC9E,I-0000655309,,Autor listado en GrupLAC,1
P-GR-68AED14977C6,I-0000939960,,Autor listado en GrupLAC,1
P-GR-68B03ED61F90,I-0000939960,,Autor listado en GrupLAC,1
P-GR-68BAB5429ECC,I-0000138035,,Autor listado en GrupLAC,1
P-GR-68BC8BA9AF5B,I-0000531030,,Autor listado en GrupLAC,1
P-GR-68C170B8BC29,I-0000689254,,Autor listado en GrupLAC,1
P-GR-68D0AEE46E1B,I-0000102869,,Autor listado en GrupLAC,1
P-GR-68D0AEE46E1B,I-0000335878,,Autor listado en GrupLAC,1
P-GR-68D0AEE46E1B,I-0001416765,,Autor listado en GrupLAC,1
P-GR-68D0AEE46E1B,I-0001447919,,Autor listado en GrupLAC,1
P-GR-68D4D0E3E119,I-0001027077,,Autor listado en GrupLAC,1
P-GR-68D4D0E3E119,I-0001404374,,Autor listado en GrupLAC,1
P-GR-68D4D0E3E119,I-0001498712,,Autor listado en GrupLAC,1
P-GR-68D4D0E3E119,I-0001718115,,Autor listado en GrupLAC,1
P-GR-68DB099A1731,I-0000154733,,Autor listado en GrupLAC,1
P-GR-68DB099A1731,I-0000577952,,Autor listado en GrupLAC,1
P-GR-68DB099A1731,I-0001426039,,Autor listado en GrupLAC,1
P-GR-68E91DF9CA2C,I-0000026741,,Autor listado en GrupLAC,1
P-GR-68F8C8DBD900,I-0001678210,,Autor listado en GrupLAC,1
P-GR-6903B94861FC,I-0001651312,,Autor listado en GrupLAC,1
P-GR-690A1BE3DBDB,I-0001471482,,Autor listado en GrupLAC,1
P-GR-690B19B18514,I-0000939960,,Autor listado en GrupLAC,1
P-GR-690D17B57A9E,I-0000026741,,Autor listado en GrupLAC,1
P-GR-6915C2F98F48,I-0000026741,,Autor listado en GrupLAC,1
P-GR-69178A1ABD52,I-0000983098,,Autor listado en GrupLAC,1
P-GR-69178A1ABD52,I-0001377946,,Autor listado en GrupLAC,1
P-GR-69178A1ABD52,I-0001686888,,Autor listado en GrupLAC,1
P-GR-691F949B16D5,I-0000939960,,Autor listado en GrupLAC,1
