producto_id,investigador_id,orden,rol,activo
P-GR-4310DF113580,I-0000120591,,Autor listado en GrupLAC,1
P-GR-4310DF113580,I-0000120594,,Autor listado en GrupLAC,1
P-GR-4310DF113580,I-0000789100,,Autor listado en GrupLAC,1
P-GR-43165C07233B,I-0001373967,,Autor listado en GrupLAC,1
P-GR-431D9B0B4C5C,I-0000706485,,Autor listado en GrupLAC,1
P-GR-432122BA83E5,I-0001404374,,Autor listado en GrupLAC,1
P-GR-432122BA83E5,I-0001425692,,Autor listado en GrupLAC,1
P-GR-432122BA83E5,I-0001592848,,Autor listado en GrupLAC,1
P-GR-432122BA83E5,I-0002069077,,Autor listado en GrupLAC,1
P-GR-4322B6F60E2E,I-0000073192,,Autor listado en GrupLAC,1
P-GR-43294D34253C,I-0000450987,,Autor listado en GrupLAC,1
P-GR-43294D34253C,I-0000459356,,Autor listado en GrupLAC,1
P-GR-432C6E966B24,I-0000715107,,Autor listado en GrupLAC,1
P-GR-434975CBEF74,I-0001024256,,Autor listado en GrupLAC,1
P-GR-4359D6969EF0,I-0001059246,,Autor listado en GrupLAC,1
P-GR-435E9D34F81C,I-0000996378,,Autor listado en GrupLAC,1
P-GR-435E9D34F81C,I-0001492887,,Autor listado en GrupLAC,1
P-GR-4372C4D54536,I-0000097275,,Autor listado en GrupLAC,1
P-GR-4380CDA02D09,I-0001399497,,Autor listado en GrupLAC,1
P-GR-4386A5F41BE1,I-0001592848,,Autor listado en GrupLAC,1
P-GR-43878E2F98CB,I-0000689173,,Autor listado en GrupLAC,1
P-GR-43878E2F98CB,I-0000883662,,Autor listado en GrupLAC,1
P-GR-438BB5CDE69E,I-0000939960,,Autor listado en GrupLAC,1
P-GR-43A9C5E34620,I-0000424382,,Autor listado en GrupLAC,1
P-GR-43A9C5E34620,I-0000786357,,Autor listado en GrupLAC,1
P-GR-43AECC38F679,I-0000961167,,Autor listado en GrupLAC,1
P-GR-43AECC38F679,I-0001027077,,Autor listado en GrupLAC,1
P-GR-43AECC38F679,I-0001498712,,Autor listado en GrupLAC,1
P-GR-43AECC38F679,I-0001718115,,Autor listado en GrupLAC,1
P-GR-43B100F365F4,I-0000247413,,Autor listado en GrupLAC,1
P-GR-43B100F365F4,I-0000573205,,Autor listado en GrupLAC,1
P-GR-43C86DF54A62,I-0000107603,,Autor listado en GrupLAC,1
P-GR-43C86DF54A62,I-0001044010,,Autor listado en GrupLAC,1
P-GR-43CAA8774D5F,I-0000831980,,Autor listado en GrupLAC,1
P-GR-43E03B10676F,I-0001678210,,Autor listado en GrupLAC,1
P-GR-43E21FF5E5B0,I-0000186711,,Autor listado en GrupLAC,1
P-GR-43E21FF5E5B0,I-0000749028,,Autor listado en GrupLAC,1
P-GR-43E5BBDA0B0B,I-0000447650,,Autor listado en GrupLAC,1
P-GR-43ED9EB38001,I-0000577952,,Autor listado en GrupLAC,1
P-GR-43EDE205FE33,I-0000410098,,Autor listado en GrupLAC,1
P-GR-440A844BDFDE,I-0000112231,,Autor listado en GrupLAC,1
P-GR-441315C53D76,I-0000568597,,Autor listado en GrupLAC,1
P-GR-441C0DCAEB09,I-0000484768,,Autor listado en GrupLAC,1
P-GR-441C0DCAEB09,I-0000772119,,Autor listado en GrupLAC,1
P-GR-441C0DCAEB09,I-0001534286,,Autor listado en GrupLAC,1
P-GR-441C0DCAEB09,I-0001750045,,Autor listado en GrupLAC,1
P-GR-4427A9033EFA,I-0000444740,,Autor listado en GrupLAC,1
P-GR-4427A9033EFA,I-0000736333,,Autor listado en GrupLAC,1
P-GR-4429F35E1078,I-0000107603,,Autor listado en GrupLAC,1
P-GR-4429F35E1078,I-0000259446,,Autor listado en GrupLAC,1
P-GR-442E751C1498,I-0000412619,,Autor listado en GrupLAC,1
P-GR-442E751C1498,I-0000691887,,Autor listado en GrupLAC,1
P-GR-443073DC1654,I-0000491659,,Autor listado en GrupLAC,1
P-GR-443405EC2A74,I-0000058145,,Autor listado en GrupLAC,1
P-GR-443405EC2A74,I-0001525409,,Autor listado en GrupLAC,1
P-GR-443DF5092C65,I-0000015701,,Autor listado en GrupLAC,1
P-GR-44414D95377A,I-0000484768,,Autor listado en GrupLAC,1
P-GR-44445AF305BC,I-0001516099,,Autor listado en GrupLAC,1
P-GR-444496245136,I-0000713899,,Autor listado en GrupLAC,1
P-GR-444600FA190E,I-0000047376,,Autor listado en GrupLAC,1
P-GR-444B11B58B26,I-0000393932,,Autor listado en GrupLAC,1
P-GR-444B11B58B26,I-0001518365,,Autor listado en GrupLAC,1
P-GR-444B11B58B26,I-0001582707,,Autor listado en GrupLAC,1
P-GR-44538034F9A2,I-0000559822,,Autor listado en GrupLAC,1
P-GR-445F682F1973,I-0001490181,,Autor listado en GrupLAC,1
P-GR-4463A34F8141,I-0001847829,,Autor listado en GrupLAC,1
P-GR-4473E9DA7F1E,I-0000424382,,Autor listado en GrupLAC,1
P-GR-4475B646AF88,I-0000102869,,Autor listado en GrupLAC,1
P-GR-447A2F581D32,I-0001076035,,Autor listado en GrupLAC,1
P-GR-447F62452F45,I-0000731374,,Autor listado en GrupLAC,1
P-GR-448A107B8EE3,I-0000235156,,Autor listado en GrupLAC,1
P-GR-44976A847758,I-0000015701,,Autor listado en GrupLAC,1
P-GR-44A401CC1D41,I-0000562998,,Autor listado en GrupLAC,1
P-GR-44A401CC1D41,I-0001013300,,Autor listado en GrupLAC,1
P-GR-44C81C673050,I-0000939960,,Autor listado en GrupLAC,1
P-GR-44D7CA4A3051,I-0001392422,,Autor listado en GrupLAC,1
P-GR-44DCEE573565,I-0000698334,,Autor listado en GrupLAC,1
P-GR-44E07DBE4C17,I-0001356588,,Autor listado en GrupLAC,1
P-GR-44F5E5559F20,I-0000107603,,Autor listado en GrupLAC,1
P-GR-44F5E5559F20,I-0000684660,,Autor listado en GrupLAC,1
P-GR-4509FD41E864,I-0001416765,,Autor listado en GrupLAC,1
P-GR-4509FD41E864,I-0002131537,,Autor listado en GrupLAC,1
P-GR-4509FD41E864,I-0002131540,,Autor listado en GrupLAC,1
P-GR-450E3CB9377F,I-0000450987,,Autor listado en GrupLAC,1
P-GR-45150F6A8C76,I-0000939960,,Autor listado en GrupLAC,1
P-GR-451BBA70700D,I-0000424382,,Autor listado en GrupLAC,1
P-GR-451BBA70700D,I-0000786357,,Autor listado en GrupLAC,1
P-GR-45219A910BC0,I-0001350835,,Autor listado en GrupLAC,1
P-GR-45250847091B,I-0000689173,,Autor listado en GrupLAC,1
P-GR-452797084729,I-0000107603,,Autor listado en GrupLAC,1
P-GR-452797084729,I-0001044010,,Autor listado en GrupLAC,1
P-GR-452797084729,I-0001441192,,Autor listado en GrupLAC,1
P-GR-45280838BEC4,I-0000447650,,Autor listado en GrupLAC,1
P-GR-45280838BEC4,I-0001426122,,Autor listado en GrupLAC,1
P-GR-45306572D25E,I-0000150630,,Autor listado en GrupLAC,1
P-GR-453D600A63D1,I-0001587404,,Autor listado en GrupLAC,1
P-GR-456157088809,I-0001516099,,Autor listado en GrupLAC,1
P-GR-456157088809,I-0001553351,,Autor listado en GrupLAC,1
P-GR-45655FE2D7C5,I-0000021049,,Autor listado en GrupLAC,1
P-GR-45655FE2D7C5,I-0001362341,,Autor listado en GrupLAC,1
P-GR-4566F27A5A56,I-0001785259,,Autor listado en GrupLAC,1
P-GR-456A801C5B50,I-0001410761,,Autor listado en GrupLAC,1
P-GR-456E3A3B118E,I-0000410098,,Autor listado en GrupLAC,1
P-GR-456E3A3B118E,I-0000410179,,Autor listado en GrupLAC,1
P-GR-456E5E5C7748,I-0000689173,,Autor listado en GrupLAC,1
P-GR-4574A8F57DB5,I-0001875048,,Autor listado en GrupLAC,1
P-GR-4577DE5CF594,I-0000996378,,Autor listado en GrupLAC,1
P-GR-457BC3160510,I-0000107603,,Autor listado en GrupLAC,1
P-GR-457BC3160510,I-0000996378,,Autor listado en GrupLAC,1
P-GR-45879A5113FB,I-0000121439,,Autor listado en GrupLAC,1
P-GR-45879A5113FB,I-0001519770,,Autor listado en GrupLAC,1
P-GR-45879A5113FB,I-0001590356,,Autor listado en GrupLAC,1
P-GR-45879A5113FB,I-0001696341,,Autor listado en GrupLAC,1
P-GR-45879A5113FB,I-0001710557,,Autor listado en GrupLAC,1
P-GR-458E5E27CDCF,I-0001516099,,Autor listado en GrupLAC,1
P-GR-458F80DBDDE1,I-0000110270,,Autor listado en GrupLAC,1
P-GR-45937BAA1299,I-0001757824,,Autor listado en GrupLAC,1
P-GR-459B6CBDA98F,I-0000007942,,Autor listado en GrupLAC,1
P-GR-459D78AFE416,I-0001182080,,Autor listado en GrupLAC,1
P-GR-45A100E5A2DE,I-0001236059,,Autor listado en GrupLAC,1
P-GR-45A9AF696C58,I-0000444740,,Autor listado en GrupLAC,1
P-GR-45A9AF696C58,I-0001685368,,Autor listado en GrupLAC,1
P-GR-45AA0225B560,I-0000112231,,Autor listado en GrupLAC,1
P-GR-45B0A0E3B886,I-0001681334,,Autor listado en GrupLAC,1
P-GR-45BD60500527,I-0001385658,,Autor listado en GrupLAC,1
P-GR-45BD60500527,I-0001475947,,Autor listado en GrupLAC,1
P-GR-45C4688D5037,I-0000028758,,Autor listado en GrupLAC,1
P-GR-45C5807DD6C7,I-0000186728,,Autor listado en GrupLAC,1
P-GR-45E07620E7FE,I-0001359432,,Autor listado en GrupLAC,1
P-GR-45F237AB9CD0,I-0000666106,,Autor listado en GrupLAC,1
P-GR-45F237AB9CD0,I-0000749028,,Autor listado en GrupLAC,1
P-GR-45F8D6F78432,I-0000689173,,Autor listado en GrupLAC,1
P-GR-4605AD1DD4AB,I-0000568597,,Autor listado en GrupLAC,1
P-GR-4605AD1DD4AB,I-0000599514,,Autor listado en GrupLAC,1
P-GR-461BEC94FD8C,I-0000152528,,Autor listado en GrupLAC,1
P-GR-46264D487A3A,I-0001599464,,Autor listado en GrupLAC,1
P-GR-4628FAF3EE43,I-0001647221,,Autor listado en GrupLAC,1
P-GR-4648284A767C,I-0001404285,,Autor listado en GrupLAC,1
P-GR-464C68DDDDE8,I-0000432415,,Autor listado en GrupLAC,1
P-GR-464CBF474A59,I-0001443345,,Autor listado en GrupLAC,1
P-GR-4650B5B8C75C,I-0000432415,,Autor listado en GrupLAC,1
P-GR-46555A1A2AE3,I-0000154733,,Autor listado en GrupLAC,1
P-GR-4658024CEC8E,I-0000328090,,Autor listado en GrupLAC,1
P-GR-46584EF7575A,I-0000038814,,Autor listado en GrupLAC,1
P-GR-466578C98691,I-0000107603,,Autor listado en GrupLAC,1
P-GR-466578C98691,I-0001044010,,Autor listado en GrupLAC,1
P-GR-466BA5F1232D,I-0000749028,,Autor listado en GrupLAC,1
P-GR-4675D3FA6E43,I-0000531030,,Autor listado en GrupLAC,1
P-GR-46790264344B,I-0000517526,,Autor listado en GrupLAC,1
P-GR-46790264344B,I-0001064401,,Autor listado en GrupLAC,1
P-GR-467A0FEE4F22,I-0000772119,,Autor listado en GrupLAC,1
P-GR-4684C54B1A40,I-0000446327,,Autor listado en GrupLAC,1
P-GR-46905F5937C4,I-0000107603,,Autor listado en GrupLAC,1
P-GR-4695094D84F9,I-0001516099,,Autor listado en GrupLAC,1
P-GR-46956E047DE3,I-0000577618,,Autor listado en GrupLAC,1
P-GR-46A3812956E0,I-0000689173,,Autor listado en GrupLAC,1
P-GR-46A3812956E0,I-0000883662,,Autor listado en GrupLAC,1
P-GR-46AAB682BF71,I-0000772119,,Autor listado en GrupLAC,1
P-GR-46AD3F333F01,I-0000107603,,Autor listado en GrupLAC,1
P-GR-46BD5E793E60,I-0000939960,,Autor listado en GrupLAC,1
P-GR-46F92D3B7529,I-0001404785,,Autor listado en GrupLAC,1
P-GR-471931B647EE,I-0000392960,,Autor listado en GrupLAC,1
P-GR-471CF80A677B,I-0000537322,,Autor listado en GrupLAC,1
P-GR-471F3C5A1EC0,I-0000073192,,Autor listado en GrupLAC,1
P-GR-472452A21986,I-0001391969,,Autor listado en GrupLAC,1
P-GR-47390BFA0EBC,I-0000400700,,Autor listado en GrupLAC,1
P-GR-47390BFA0EBC,I-0000410098,,Autor listado en GrupLAC,1
P-GR-47390BFA0EBC,I-0000410179,,Autor listado en GrupLAC,1
P-GR-4756FA2D6465,I-0001544629,,Autor listado en GrupLAC,1
P-GR-4765015AFB5E,I-0000605816,,Autor listado en GrupLAC,1
P-GR-47703CB98466,I-0000880175,,Autor listado en GrupLAC,1
P-GR-47703CB98466,I-0001341189,,Autor listado en GrupLAC,1
P-GR-477C408A2D10,I-0000666106,,Autor listado en GrupLAC,1
P-GR-477C408A2D10,I-0000749028,,Autor listado en GrupLAC,1
P-GR-477F0BBE2DCD,I-0001737467,,Autor listado en GrupLAC,1
P-GR-4787E8A25877,I-0001549604,,Autor listado en GrupLAC,1
P-GR-47942FB30FCB,I-0000727601,,Autor listado en GrupLAC,1
P-GR-47AEA5A8A9D9,I-0000247413,,Autor listado en GrupLAC,1
P-GR-47CF68A59F35,I-0000336777,,Autor listado en GrupLAC,1
P-GR-47D54AE65CCB,I-0000400700,,Autor listado en GrupLAC,1
P-GR-47D54AE65CCB,I-0000410098,,Autor listado en GrupLAC,1
P-GR-47D54AE65CCB,I-0000410179,,Autor listado en GrupLAC,1
P-GR-47F46F3F8DB4,I-0000021091,,Autor listado en GrupLAC,1
P-GR-47F46F3F8DB4,I-0001398362,,Autor listado en GrupLAC,1
P-GR-47FEFB0006B3,I-0001482590,,Autor listado en GrupLAC,1
P-GR-4800C2782528,I-0000772119,,Autor listado en GrupLAC,1
P-GR-480F20F2FC5F,I-0002078053,,Autor listado en GrupLAC,1
P-GR-48170BFF445F,I-0000410179,,Autor listado en GrupLAC,1
P-GR-482937601539,I-0000284009,,Autor listado en GrupLAC,1
P-GR-482937601539,I-0000424226,,Autor listado en GrupLAC,1
P-GR-482BA985756D,I-0000939960,,Autor listado en GrupLAC,1
P-GR-483846572829,I-0000400700,,Autor listado en GrupLAC,1
P-GR-483846572829,I-0000410098,,Autor listado en GrupLAC,1
P-GR-483846572829,I-0000410179,,Autor listado en GrupLAC,1
P-GR-483C9D8D2BD1,I-0000092860,,Autor listado en GrupLAC,1
P-GR-483D7AF4FCC7,I-0001398898,,Autor listado en GrupLAC,1
P-GR-483D7AF4FCC7,I-0001404285,,Autor listado en GrupLAC,1
P-GR-483E7313F449,I-0000090450,,Autor listado en GrupLAC,1
P-GR-4842AFC169E5,I-0000939960,,Autor listado en GrupLAC,1
P-GR-485CC50B3BCB,I-0000525898,,Autor listado en GrupLAC,1
P-GR-485CC50B3BCB,I-0001204203,,Autor listado en GrupLAC,1
P-GR-485CC50B3BCB,I-0001425678,,Autor listado en GrupLAC,1
P-GR-485CC50B3BCB,I-0001462770,,Autor listado en GrupLAC,1
P-GR-4872413FBFE5,I-0000727601,,Autor listado en GrupLAC,1
P-GR-4873979F3309,I-0000446726,,Autor listado en GrupLAC,1
P-GR-4878D0614CDF,I-0000951439,,Autor listado en GrupLAC,1
P-GR-488D94FAB8D2,I-0000433446,,Autor listado en GrupLAC,1
P-GR-488E5E345A8F,I-0000666106,,Autor listado en GrupLAC,1
P-GR-488F072F7D00,I-0000730050,,Autor listado en GrupLAC,1
P-GR-4892079C2FD5,I-0001425457,,Autor listado en GrupLAC,1
P-GR-48927A7D20BB,I-0000772119,,Autor listado en GrupLAC,1
P-GR-489CFE4D673E,I-0000562866,,Autor listado en GrupLAC,1
P-GR-489EBDB833FD,I-0000173405,,Autor listado en GrupLAC,1
P-GR-48A0F1F2C001,I-0000880175,,Autor listado en GrupLAC,1
P-GR-48A0F1F2C001,I-0001341189,,Autor listado en GrupLAC,1
P-GR-48A6F7C03424,I-0000299197,,Autor listado en GrupLAC,1
P-GR-48A863839807,I-0000599484,,Autor listado en GrupLAC,1
P-GR-48A863839807,I-0001359432,,Autor listado en GrupLAC,1
P-GR-48A863839807,I-0001486166,,Autor listado en GrupLAC,1
P-GR-48ADA0FECDA1,I-0000235156,,Autor listado en GrupLAC,1
P-GR-48BC251BEF40,I-0000112231,,Autor listado en GrupLAC,1
P-GR-48C64BB63223,I-0000599514,,Autor listado en GrupLAC,1
P-GR-48C64BB63223,I-0001578624,,Autor listado en GrupLAC,1
P-GR-48D0F59A491D,I-0000437280,,Autor listado en GrupLAC,1
P-GR-48DCAAC23C6E,I-0000871613,,Autor listado en GrupLAC,1
P-GR-48DDA412A293,I-0001335979,,Autor listado en GrupLAC,1
P-GR-48DE47E381B5,I-0001528783,,Autor listado en GrupLAC,1
P-GR-48E24FB84363,I-0000107603,,Autor listado en GrupLAC,1
P-GR-48E24FB84363,I-0000259446,,Autor listado en GrupLAC,1
P-GR-48EE9FC88943,I-0000023556,,Autor listado en GrupLAC,1
P-GR-4917B16BA1D6,I-0000655376,,Autor listado en GrupLAC,1
P-GR-4917B16BA1D6,I-0000778460,,Autor listado en GrupLAC,1
P-GR-492DE735C5BE,I-0001037315,,Autor listado en GrupLAC,1
P-GR-4938F09823E9,I-0002117790,,Autor listado en GrupLAC,1
P-GR-493E4B745ED8,I-0000015701,,Autor listado en GrupLAC,1
P-GR-494AE4A99EE7,I-0001623442,,Autor listado en GrupLAC,1
P-GR-4966CC00DA2F,I-0001408470,,Autor listado en GrupLAC,1
P-GR-4967E9409FCA,I-0000107603,,Autor listado en GrupLAC,1
P-GR-4967E9409FCA,I-0000233633,,Autor listado en GrupLAC,1
P-GR-4967E9409FCA,I-0000684660,,Autor listado en GrupLAC,1
P-GR-4967E9409FCA,I-0001044010,,Autor listado en GrupLAC,1
P-GR-4967E9409FCA,I-0001441192,,Autor listado en GrupLAC,1
P-GR-496DDCBCA6B3,I-0001350835,,Autor listado en GrupLAC,1
P-GR-496FE30C3EC7,I-0000424226,,Autor listado en GrupLAC,1
P-GR-4988785C670E,I-0001340786,,Autor listado en GrupLAC,1
P-GR-498EA8E89791,I-0000186711,,Autor listado en GrupLAC,1
P-GR-498EA8E89791,I-0000666106,,Autor listado en GrupLAC,1
P-GR-498F35D54E5E,I-0000289213,,Autor listado en GrupLAC,1
P-GR-4993A8D27CD6,I-0000419923,,Autor listado en GrupLAC,1
P-GR-4993A8D27CD6,I-0001340786,,Autor listado en GrupLAC,1
P-GR-4998AD515724,I-0001487103,,Autor listado en GrupLAC,1
P-GR-49AE63FFD42D,I-0000064046,,Autor listado en GrupLAC,1
P-GR-49AE63FFD42D,I-0000152182,,Autor listado en GrupLAC,1
P-GR-49AE63FFD42D,I-0000155863,,Autor listado en GrupLAC,1
P-GR-49AE63FFD42D,I-0000181613,,Autor listado en GrupLAC,1
P-GR-49AE63FFD42D,I-0000634484,,Autor listado en GrupLAC,1
P-GR-49AE63FFD42D,I-0001525826,,Autor listado en GrupLAC,1
P-GR-49AE63FFD42D,I-0001734997,,Autor listado en GrupLAC,1
P-GR-49B1A15DC156,I-0001601958,,Autor listado en GrupLAC,1
P-GR-49B37C1E1708,I-0000531030,,Autor listado en GrupLAC,1
P-GR-49C2F1050140,I-0001672293,,Autor listado en GrupLAC,1
P-GR-49FD3908FF5F,I-0000553760,,Autor listado en GrupLAC,1
P-GR-49FD3908FF5F,I-0001410614,,Autor listado en GrupLAC,1
P-GR-4A0E665CF6B9,I-0000939960,,Autor listado en GrupLAC,1
P-GR-4A12643A0634,I-0000568953,,Autor listado en GrupLAC,1
P-GR-4A28AB55F15A,I-0000592811,,Autor listado en GrupLAC,1
P-GR-4A2AB528D8AC,I-0000447650,,Autor listado en GrupLAC,1
P-GR-4A2AB528D8AC,I-0000650528,,Autor listado en GrupLAC,1
P-GR-4A3589DF0CA3,I-0000116197,,Autor listado en GrupLAC,1
P-GR-4A43B02DC151,I-0000939960,,Autor listado en GrupLAC,1
P-GR-4A47EF5E7FEF,I-0000250457,,Autor listado en GrupLAC,1
P-GR-4A47EF5E7FEF,I-0001350835,,Autor listado en GrupLAC,1
P-GR-4A47EF5E7FEF,I-0001459539,,Autor listado en GrupLAC,1
P-GR-4A49C1CE9F2F,I-0000559822,,Autor listado en GrupLAC,1
P-GR-4A516FB7FE34,I-0001372642,,Autor listado en GrupLAC,1
P-GR-4A5DFD137953,I-0000092860,,Autor listado en GrupLAC,1
P-GR-4A63342DADB2,I-0000247413,,Autor listado en GrupLAC,1
P-GR-4A65CCC1419D,I-0000939960,,Autor listado en GrupLAC,1
P-GR-4A70E18AE3D2,I-0000056136,,Autor listado en GrupLAC,1
P-GR-4A8337B55B03,I-0001424349,,Autor listado en GrupLAC,1
P-GR-4A902EA700AF,I-0001842422,,Autor listado en GrupLAC,1
P-GR-4A9518E44CE9,I-0000340448,,Autor listado en GrupLAC,1
P-GR-4A9518E44CE9,I-0001516099,,Autor listado en GrupLAC,1
P-GR-4A9518E44CE9,I-0001553351,,Autor listado en GrupLAC,1
P-GR-4A9E32D9095F,I-0000444740,,Autor listado en GrupLAC,1
P-GR-4AA675E7832E,I-0000727601,,Autor listado en GrupLAC,1
P-GR-4AAE1893F40C,I-0001385658,,Autor listado en GrupLAC,1
P-GR-4AB1ADDD2F1D,I-0000284009,,Autor listado en GrupLAC,1
P-GR-4AB1ADDD2F1D,I-0000424226,,Autor listado en GrupLAC,1
P-GR-4AB368A623A6,I-0001368772,,Autor listado en GrupLAC,1
P-GR-4AC2C1C99F9C,I-0000728187,,Autor listado en GrupLAC,1
P-GR-4AC2C1C99F9C,I-0001425567,,Autor listado en GrupLAC,1
P-GR-4AC2C1C99F9C,I-0001465942,,Autor listado en GrupLAC,1
P-GR-4AC5E532AC79,I-0001391969,,Autor listado en GrupLAC,1
P-GR-4ADF42421F62,I-0000939960,,Autor listado en GrupLAC,1
P-GR-4AF570B9F534,I-0000373770,,Autor listado en GrupLAC,1
P-GR-4AF570B9F534,I-0001204203,,Autor listado en GrupLAC,1
P-GR-4AFC2E5B3143,I-0000424226,,Autor listado en GrupLAC,1
P-GR-4AFE59BF00D6,I-0000156935,,Autor listado en GrupLAC,1
P-GR-4AFE59BF00D6,I-0000181771,,Autor listado en GrupLAC,1
P-GR-4B0069359026,I-0000689173,,Autor listado en GrupLAC,1
P-GR-4B219B8713DD,I-0001161423,,Autor listado en GrupLAC,1
P-GR-4B23B113039C,I-0001426247,,Autor listado en GrupLAC,1
P-GR-4B23B113039C,I-0001622479,,Autor listado en GrupLAC,1
P-GR-4B23B113039C,I-0001622639,,Autor listado en GrupLAC,1
P-GR-4B2A6A537BB2,I-0000605816,,Autor listado en GrupLAC,1
P-GR-4B3777AB8325,I-0001608971,,Autor listado en GrupLAC,1
P-GR-4B39FC865A5D,I-0000235156,,Autor listado en GrupLAC,1
P-GR-4B3B573A4E72,I-0001416765,,Autor listado en GrupLAC,1
P-GR-4B3B83AC7568,I-0000030926,,Autor listado en GrupLAC,1
P-GR-4B3B83AC7568,I-0001516099,,Autor listado en GrupLAC,1
P-GR-4B3B83AC7568,I-0001553351,,Autor listado en GrupLAC,1
P-GR-4B46875C9ADC,I-0000028528,,Autor listado en GrupLAC,1
P-GR-4B46875C9ADC,I-0000059193,,Autor listado en GrupLAC,1
P-GR-4B46875C9ADC,I-0000938262,,Autor listado en GrupLAC,1
P-GR-4B46875C9ADC,I-0001806246,,Autor listado en GrupLAC,1
P-GR-4B4CF5AB838E,I-0001359432,,Autor listado en GrupLAC,1
P-GR-4B77F60CEB18,I-0000568597,,Autor listado en GrupLAC,1
P-GR-4B77F60CEB18,I-0000603910,,Autor listado en GrupLAC,1
P-GR-4B77F60CEB18,I-0000725510,,Autor listado en GrupLAC,1
P-GR-4B7C91AD2B0B,I-0000395536,,Autor listado en GrupLAC,1
P-GR-4B81912C2AEA,I-0000429538,,Autor listado en GrupLAC,1
P-GR-4B9334B1CF63,I-0001485541,,Autor listado en GrupLAC,1
P-GR-4BAB8027EE4B,I-0000120591,,Autor listado en GrupLAC,1
P-GR-4BAB8027EE4B,I-0000120594,,Autor listado en GrupLAC,1
P-GR-4BAB8027EE4B,I-0000789100,,Autor listado en GrupLAC,1
P-GR-4BB3C066C1AF,I-0000052099,,Autor listado en GrupLAC,1
P-GR-4BBAF29F3725,I-0000400700,,Autor listado en GrupLAC,1
P-GR-4BBAF29F3725,I-0000410098,,Autor listado en GrupLAC,1
P-GR-4BBAF29F3725,I-0000410179,,Autor listado en GrupLAC,1
P-GR-4BBBC9C0D036,I-0000774979,,Autor listado en GrupLAC,1
P-GR-4BCA196C0AB8,I-0000689173,,Autor listado en GrupLAC,1
P-GR-4BE4350C514A,I-0000590711,,Autor listado en GrupLAC,1
P-GR-4BE863CC6B65,I-0000014994,,Autor listado en GrupLAC,1
P-GR-4BE863CC6B65,I-0000026734,,Autor listado en GrupLAC,1
P-GR-4BE863CC6B65,I-0000517313,,Autor listado en GrupLAC,1
P-GR-4BE863CC6B65,I-0001338914,,Autor listado en GrupLAC,1
P-GR-4BE863CC6B65,I-0001409629,,Autor listado en GrupLAC,1
P-GR-4BE863CC6B65,I-0001553351,,Autor listado en GrupLAC,1
P-GR-4BE863CC6B65,I-0001601441,,Autor listado en GrupLAC,1
P-GR-4BE863CC6B65,I-0001611502,,Autor listado en GrupLAC,1
P-GR-4BED18F9F984,I-0000014994,,Autor listado en GrupLAC,1
P-GR-4BED18F9F984,I-0000026734,,Autor listado en GrupLAC,1
P-GR-4BED18F9F984,I-0000052099,,Autor listado en GrupLAC,1
P-GR-4BED18F9F984,I-0001409629,,Autor listado en GrupLAC,1
P-GR-4BED18F9F984,I-0001516099,,Autor listado en GrupLAC,1
P-GR-4BED18F9F984,I-0001553351,,Autor listado en GrupLAC,1
P-GR-4BED18F9F984,I-0001611502,,Autor listado en GrupLAC,1
P-GR-4BF0C2E0CBD8,I-0000484768,,Autor listado en GrupLAC,1
P-GR-4BF0C2E0CBD8,I-0000666106,,Autor listado en GrupLAC,1
P-GR-4BF0C2E0CBD8,I-0000749028,,Autor listado en GrupLAC,1
P-GR-4C05D6EC041E,I-0001442518,,Autor listado en GrupLAC,1
P-GR-4C12E52993B3,I-0000197840,,Autor listado en GrupLAC,1
P-GR-4C150E004B4F,I-0001391969,,Autor listado en GrupLAC,1
P-GR-4C1854A18E62,I-0000107603,,Autor listado en GrupLAC,1
P-GR-4C1854A18E62,I-0000284009,,Autor listado en GrupLAC,1
P-GR-4C1854A18E62,I-0000424226,,Autor listado en GrupLAC,1
P-GR-4C1A26896B3E,I-0000698334,,Autor listado en GrupLAC,1
P-GR-4C1AC65913F3,I-0001416765,,Autor listado en GrupLAC,1
P-GR-4C20E19E766F,I-0000939960,,Autor listado en GrupLAC,1
P-GR-4C223099B6C6,I-0000393932,,Autor listado en GrupLAC,1
P-GR-4C296CEFBE95,I-0000691887,,Autor listado en GrupLAC,1
P-GR-4C296CEFBE95,I-0001334074,,Autor listado en GrupLAC,1
P-GR-4C296CEFBE95,I-0001492149,,Autor listado en GrupLAC,1
P-GR-4C2C69FEF8CA,I-0000537322,,Autor listado en GrupLAC,1
P-GR-4C2C69FEF8CA,I-0001401310,,Autor listado en GrupLAC,1
P-GR-4C3B0521C469,I-0001582707,,Autor listado en GrupLAC,1
P-GR-4C44B2F37B25,I-0001372642,,Autor listado en GrupLAC,1
P-GR-4C473AD1B7B1,I-0000014994,,Autor listado en GrupLAC,1
P-GR-4C473AD1B7B1,I-0000023556,,Autor listado en GrupLAC,1
P-GR-4C52E334C173,I-0001724998,,Autor listado en GrupLAC,1
P-GR-4C67F7743274,I-0000235156,,Autor listado en GrupLAC,1
P-GR-4C98ABAAB18A,I-0000310581,,Autor listado en GrupLAC,1
P-GR-4C9FCD284B94,I-0000417068,,Autor listado en GrupLAC,1
P-GR-4C9FCD284B94,I-0000450260,,Autor listado en GrupLAC,1
P-GR-4CA01424D230,I-0000284009,,Autor listado en GrupLAC,1
P-GR-4CA01424D230,I-0000424226,,Autor listado en GrupLAC,1
