id,grupo_id,nombre,inicio,fin,objetivo,indicador,meta,actividad,activo
PL-00000000003202,G-00000000003202,Plan Estratégico,,,"OBJETIVO GENERAL
Realizar procesos de investigacion que conduzcan a la identificacion de situaciones y fenomenos presentados en la comunidad, como factor primordial para la solucion de problemas economicos, sociales y ambientales que en ella se desarrollen.
OBJETIVOS ESPECIFICOS
1. Desarrollar etapas de preparacion para la realizacion de un adecuado proceso de investigacion.
2. Detectar causas de problemas economicos, sociales y ambientales que aquejen el bienestar de la comunidad.
3. Propender por el desarrollo economico, social y ambiental de la region.
4. Generar estrategias de solucion a problemas socioeconomicos y ambientales de la region aplicando proyectos de sensibilizacion dirigidas a la comunidad.",,,"Plan de trabajo: 1. Reunion del grupo los dias martes y viernes, de 10:00 a 12:00 am.
2. Creacion de semilleros de investigacion de acuerdo a cada programa.
3. Analisis de situacion de la region y del pais,a traves de practica de saminario aleman, para generacion de temas de investigacion.
4. Determinacion de tema puntual para investigacion y aplicacion a convocatorias.",1
PL-00000000017413,G-00000000017413,Plan Estratégico,,,"1. Analizar la diversidad, distribución, estructura y funcionalidad de especies típicas de la región.
2. Desarrollar investigación en el campo agroambiental enfocado al aprovechamiento de microorganismos como alternativa en el desarrollo sostenible.
3. Investigar y desarrollar biotecnologías aplicadas a la propagación, conservación, recuperación y mejoramiento de recursos naturales.
4. Desarrollar investigación pedagógica como posibilitadora de construcción de conocimiento a partir del contexto de nuestras escuelas y realidad educativa que busca la transformación de prácticas pedagógicas a partir de la reorganización intencional y explicita de relaciones, estructuras y contenidos",,,"Plan de trabajo: *Consolidar el grupo de investigación a través de la creación de un cronograma de encuentros periódicos.
*Inscripción de grupos semilleros al grupo de investigación.
*Salidas de campo para diagnostico preliminar de estudios de especies o ecosistemas de interés.
*Revisión de literatura acerca de las temáticas de interés para el grupo.
*Redacción, elaboración y revisión de anteproyectos.
*Participación del grupo y semilleros en eventos regionales, nacionales e internacionales. Capacitación, encuentros congresos etc, relacionados con sus líneas de investigación.
* Crear un banco de problemas enseñanza aprendizaje detectado en el entorno académico de la básica y media vocacional en la region y problemas socioambientales",1
PL-00000000017566,G-00000000017566,Plan Estratégico,,,"1. Hacer de la función investigativa, una prioridad para la generación .
2. Diseñar, implementar y evaluar programas tendientes a maximización del potencial de aprendizaje.
3. Desarrollar programas de intervención para el desarrollo de los estudiantes y para la evaluación de la atención a las dificultades de los estudiantes",,,"Plan de trabajo: Formación a través de la organización de actividades (convatorio, seminarios, cursos de capacitación, diplomados.
Asesorias, consultoria entre otros. Participación en proyectos de formación, relacionado con políticas departamentales o municipales de Educación. Organización de eventos académicos que permitan el intercambio de resultados y productos.
Establecer relación permanente con grupos interdisciplinar.
Publicación en revistas nacionales e internacionales.
Participación en proyectos de carácter nacional e internacional.
Lograr financiación externa de un proyecto de investigación.
Fortalecer la formación de investigadores.
Relación del grupo con las prácticas pedagógicas de pregrado.",1
PL-00000000017467,G-00000000017467,Plan Estratégico,,,"Objetivo General:
Desarrollar investigaciones en el ámbito de la política, la educación, pobreza y desarrollo humano, contrabando, reasentamiento e identidad de género; en el Departamento del Cesar; estudiando los fenómenos y brindando alternativas de solución.
Objetivos Específicos:
* Elaborar un estado del arte sobre temáticas tales como:
- Política y Partidos Políticos.
- Estrategia para Fomentar la Investigación en el aula de clases.
- Pobreza y perfiles Socioeconómicos.
- Comercialización ilegal de la gasolina.
- Reasentamiento por explotación de Minerales.
- Estudios de Identidad de Género.
* Realizar investigaciones sobre las líneas de trabajo presentadas anteriormente.
* Presentar Alternativas de Solución a las problemáticas que generen malestar en la comunidad Cesarense.",,,"Plan de trabajo: CRONOGRAMA DE ACTIVIDADES 2023
- FEBRERO.
* Agendar las reuniones del semillero y planificar las actividades a desarrollar. * Capacitación a los estudiantes del semilleros sobre formación investigativa e investigación formativa.
- MARZO.
1. Diseño de los nuevos proyecto de investigación y estructuración de las publicaciones producto de las investigaciones del año 2022.
2. Trabajo de campo de las investigaciones en curso y recolección de la información.
- ABRIL.
1. Organización, tabulación y análisis de la información.
2. Inscripción de los proyectos de investigación al encuentro departamental de semilleros de investigación 2023
- MAYO.
1.Diseños de Guías y cartillas. Elaboración de artículo científico.
2. Participación en los diferentes eventos científicos que corresponda.
- JUNIO.
1. Publicación de artículo científico y ejecución de los seminarios como estrategia de divulgación de los resultados.
- JULIO.
1. Entregar los informes correspondientes a las actividades desarrolladas y alimentar el archivo del grupo de investigación.",1
PL-00000000023784,G-00000000023784,Plan Estratégico,,,"EKONOLAB se dedica a promover el desarrollo de investigaciones científicas en el ámbito socioeconómico y ambiental, fortaleciendo la formación de habilidades científicas en estudiantes y docentes, y generando impacto en la comunidad. Tiene como propósito investigar, evaluar, diagnosticar y asesorar a empresas y entes públicos para el análisis de comportamientos y fenómenos socioeconómicos a nivel nacional y local, aplicando métodos cuantitativos.",,,"Plan de trabajo: Fase de Divulgación:
Elaboración de productos académicos (artículos, ponencias, pósteres).
Realización de ferias científicas y actividades de divulgación comunitaria.
Participación en la Comunidad Académica
Eventos Académicos:
o Asistir y participar activamente en foros, seminarios, congresos y otros eventos
académicos a nivel local, nacional e internacional.
Presentar ponencias y publicaciones que difundan los avances y resultados de
nuestras investigaciones.
Integración a Corrientes de Pensamiento:
o Mantenernos actualizados sobre las tendencias y debates actuales en nuestras
áreas de interés, contribuyendo con ideas y propuesta
Fase de Evaluación y Seguimiento:
Evaluación periódica del avance de los proyectos.
Generación de informes de gestión y resultados.",1
PL-00000000023299,G-00000000023299,Plan Estratégico,,,"OBJETIVO GENERAL
Desarrollar actividades de fortalecimiento de la investigación en temáticas tributarias, de las ciencias contables y de información financiera, que coadyuven a la solución de problemáticas y fortalecimiento en los sectores empresariales, culturales, académicos y de la administración pública, a nivel local y nacional.
OBJETIVOS ESPECÍFICOS
1. Formular proyectos de investigación que estén acordes a las líneas de investigación del programa y las temáticas de estudio definidas en el grupo.
2. Promover la participación y desarrollo de actividades investigativas, por parte de docentes y estudiantes activos, con el fin de crear una cultura investigativa en la Institución.
3. Establecer alianzas o convenios con entidades públicas o privadas, gremios, grupos o centros de investigación, redes de apoyo, para el fortalecimiento y desarrollo de proyectos y trabajos investigativos.
4. Propender por la socialización constante de las diferentes experiencias investigativas llevadas a cabo al interior del grupo.",,,"Plan de trabajo: Se orienta a la comprensión de la realidad normativa sustancial y procedimental de los tributos que aplican en el territorio colombiano, así como del proceso de comprensión y aplicación de las ciencias contables y de las normas de información financiera.",1
PL-00000000002093,G-00000000002093,Plan Estratégico,,,"Objetivos Generales
Desarrollar nuevos métodos del procesamiento digital de imágenes que permitan la determinación de parámetros asociados a la estimación y caracterización de procesos agroindustriales y de salud de la región; posibilitando, así de esta manera una formación integral e investigativa de estudiantes universitarios de pregrado de la Universidad Popular del Cesar.
Desarrollar e implementar sensores a fibra óptica que tengan aplicaciones en las áreas agroindustriales, mineras de salud y de telecomunicaciones
Sintetizar mediante técnicas verdes nanopartículas encontrando sus principales características ópticas y posibles aplicaciones al sector agroindustrial de la región
Objetivos Específicos
1. Aplicar los diferentes procedimientos del procesado digital de imágenes, el desarrollo de sensores a fibra óptica y la obtención y caracterización de nanomateriales para contribuir a la solución de algunos procesos agroindustriales, mineros y de salud en la región de influencia de la Universidad Popular del Cesar.
2. Establecer alianzas de cooperación con las empresas regional agroindustriales y de salud para el intercambio de recurso humano, técnico y logístico que apoyen el desarrollo de proyectos de investigación tecnológica centrados en el procesado digital de imágenes, el desarrollo de sensores a fibra óptica y las aplicaciones de nanomateriales obtenidos por síntesis verde.
3. Desarrollar e implementar estrategias de integración interdisciplinaria a través de grado actividades de investigación entre los estudiantes de pregrado y posgrado de la Universidad Popular del Cesar.",,,"Plan de trabajo: El grupo de óptica e informática LOI de la Universidad Popular del Cesar está dedicado fundamentalmente al desarrollo e implementación de investigaciones en el campo de la óptica, las fibras ópticas, procesado óptico y digital de imágenes, además recientemente ha incursionado en el campo de los nanomateriales sobre todo en las áreas de síntesis de nanopartículas metálicas para estudiar sus principales características ópticas; para lo cual cuenta con una infraestructura suficiente que le permite realizar investigación en estos campos. El grupo pertenece y trabaja activamente en la red Nacional de Óptica, posibilitando por tanto la complementariedad en las áreas trabajo; como es el caso de la transformación fraccional de Fourier, herramienta nueva que ha permitido expandir el rol de la óptica a nuevos fenómenos y aplicaciones, así mismo ha incursionado en el ámbito de las fibras ópticas a través de estudiantes de pregrado de Ingeniería Electrónica de la Universidad y cuya meta es el desarrollo experimental de sensores a fibra óptica y algunas aplicaciones en telecomunicaciones, así mismo síntesis y caracterización de nanopartículas. También nuestro grupo de investigación dedica parte de su labor académica a las aplicaciones de la óptica en el sector de la Agroindustria; contando para ello con los estudiantes de Ingeniería Agroindustrial y en el caso de procesado digital de imágenes en el campo de la correlación fraccional contando para ello con los estudiantes de Ingeniería de Sistemas de la misma universidad.",1
PL-00000000023799,G-00000000023799,Plan Estratégico,,,,,,Plan de trabajo:,1
PL-00000000023785,G-00000000023785,Plan Estratégico,,,"Ofrecer a través de la investigación soluciones integrales a diferentes problemáticas propias de la salud desde el programa de Instrumentación Quirúrgica.
Promover la competencia investigativa en los docentes miembros del grupo, propiciando además espacios de discusiones frente a las líneas de investigación propuestas.
Apoyar al cumplimiento de la visión del programa en los campos científicos e investigativos que permitan el desarrollo de los lineamientos institucionales a la vanguardia de los avances del sector salud.",,,"Plan de trabajo: Dentro de las actividades del grupo de investigación para dar cumplimiento a su trabajo investigativo tenemos:
1. Reuniones de trabajo para la aprobación de las ideas de investigación según la problemática del sector salud y la educación en salud en la actualidad.
2. Espacios de discusión frente a las líneas de investigación propuestas, para revisión de su validez y actualización de la misma.
3. Capacitaciones sobre el manejo de bases de datos y CvLAC.
4. Revisión de las convocatorias vigentes
5. Participación en espacios de formación o divulgación para fortalecimiento de las competencias investigativas.",1
PL-00000000017478,G-00000000017478,Plan Estratégico,,,"BiotecGen tiene como OBJETIVO GENERAL Desarrollar investigación básica y aplicada que aproveche el uso de los recursos microbianos de ambientes naturales en Colombia para contribuir al desarrollo agrícola, agroindustrial, biotecnológico, ambiental y alimentario del pais. OBJETIVOS ESPECÍFICOS: promover la generación de nuevo conocimiento.Fomentar la formación de investigadores en el campo de las ciencias biológicas con énfasis en microorganismos. Contribuir con la solución a los problemas relacionados a la agricultura, agroindustria, ambiente y biomedicina aprovechando estrategias biotecnológicas amigables con el medio ambiente y la biodiversidad.",,,"Plan de trabajo: Fortalecimiento de las líneas de investigación del grupo y la infraestructura física (equipos de laboratorio), para ello se plantea como meta formular y ejecutar al menos un proyecto de investigación fundamentado en el aprovechamiento de los microorganismos o sustancias producidas por estos con aplicaciones que promuevan el desarrollo agrícola, agroindustrial y ambiental de forma sostenible e innovadora. Contribuir a la formación científica de estudiantes de pregrado, posgrado y jóvenes investigadores. Participar en convocatorias internas y externas para obtener recursos financieros. Publicar e artículos científicos en colaboración con grupos aliados y redes de conocimiento. Realizar eventos científicos, consultorías y venta de servicios técnicos.",1
PL-00000000001883,G-00000000001883,Plan Estratégico,,,"La Escuela de Desarrollo del Talento Humano tiene como objetivo integrar las potencialidades de desarrollo de todos sus actores, que permita superar las situaciones críticas de pobreza, conflicto social, gobernabilidad, sostenibilidad ambiental, calidad de vida y crisis de sentido en América Latina.",,,"Plan de trabajo:
MISIÓN
Somos una amplia red de investigadores, creada por la Fundación Consultores del Talento Humano, CTH, con el propósito de desarrollar las potencialidades individuales, grupales e institucionales de sus miembros, agregando valor como centro de investigación interinstitucional y en forma de red, ofreciendo servicios de información, consultoría, investigación, capacitación, comunicación, formación, publicación, organización de eventos académicos y feriales, conformación de grupos, centros y redes de investigación, y de asociaciones profesionales, realización y/o participación de concursos y convocatorias de proyectos en las áreas de conocimiento definidas por las diversas organizaciones nacionales e internacionales de fomento de investigación, desarrollo e innovación, en las esferas educativas, políticas, económicas, empresariales, de salud, desarrollo familiar y superación personal.",1
PL-00000000017462,G-00000000017462,Plan Estratégico,,,"Analizar el comportamiento de los eventos en salud y desarrollo social.
Identificar, priorizar y analizar los factores de riesgo de los eventos de salud y en la sociedad.
Implementación de hábitos y conductas saludables.
Diseñar e implementar modelos de gestión y atención en salud a grupos vulnerables.
Fomentar la participación de docentes y estudiantes en las actividades de investigación propuestas por el grupo, estimulando la conformación de semilleros de investigación.
Participar en redes temáticas y de conocimiento sobre las líneas de investigación propuestas por el grupo.
Propender por el establecimiento de redes y alianzas estratégicas para el desarrollo del grupo.",,,"Plan de trabajo: Desarrollo de líneas de investigación que aporte a la solución de problemas que inciden en la salud y en el desarrollo social de La comunidad.
Formación de estudiantes con espíritu.
Investigativo en las aéreas de la salud, en las líneas: Aseguramiento de la Calidad de Servicios Quirúrgicos y Centrales de Esterilización.
Proyección Social con Intervención, Acción y Participación a la Comunidad.
Desarrollo de programas y proyectos a través de las prácticas académicas, asistenciales, y comunitarias que contribuyan al mejoramiento de las condiciones de salud.
Contacto con grupos de egresados y demás personal que labora en el área, mediante capacitación, asesoría y consultoría, acorde con las necesidades de cada grupo y nuevos avances en el conocimiento científico.
Participación en redes nacionales e internacionales, gubernamentales y no gubernamentales relacionadas con programas de salud",1
PL-00000000016815,G-00000000016815,Plan Estratégico,,,"El objetivo Central de nuestro grupo es desarrollar proyectos de investigación que resuelvan problemas locales teniendo en cuenta nuestra literatura regional y la música vallenata que hoy se muestra como un sistema de interpretación del mundo.
Pretendemos estudiar, diseñar y organizar investigaciones sobre tradición oral.
Estimular la creación literaria como el resultado de investigación",,,"Plan de trabajo: Desarrollar proyectos de investigación que nos ayuden a obtener el Aval de la Universidad Popular del Cesar y como tal, recibir financiación interna y con ello desarrollar experiencia investigativa que nos permita ser reconocido por Colciencias para poder aspirar en los próximos dos años a buscar financiamiento externo a nivel internacional para el desarrollo de proyectos investigativos asociados a nuestras líneas de investigación. Ayudar a fortalecer el programa curricular de la licenciatura en Lengua Castellana e inglés de la Universidad popular del Cesar.",1
PL-00000000011723,G-00000000011723,Plan Estratégico,,,Desarrollar investigaciones en el campo evaluativo tanto en la educación superior como en la básica y media contribuyendo con la generación de propuestas tendientes a mejorar la calidad educativa de la ciudad y el Departamento,,,"Plan de trabajo: Desarrollo de proyecto de investigación
Desarrollo de proyectos de extensión
Realización de eventos científicos",1
PL-00000000023768,G-00000000023768,Plan Estratégico,,,"Objetivo General:
Generar conocimiento y propuestas innovadoras que contribuyan al desarrollo de soluciones sostenibles y equitativas, mediante la investigación interdisciplinaria sobre la interacción entre la política, la tecnología y la innovación social, con el fin de mejorar las condiciones sociales, económicas y políticas en contextos locales y globales.
Objetivos Específicos:
Fomentar la investigación interdisciplinaria sobre la interacción entre política, tecnología e innovación social.
Desarrollar estudios que exploren el impacto de las tecnologías emergentes, como la inteligencia artificial, la biotecnología y las TIC, sobre las estructuras políticas, sociales y económicas.
Promover investigaciones que integren enfoques de ciencias políticas, ingeniería, sociología, y ciencias sociales para abordar los desafíos contemporáneos.
Analizar y proponer políticas públicas para el fomento de la innovación tecnológica.
Evaluar el impacto de las políticas públicas en el desarrollo de tecnologías innovadoras en diferentes contextos, especialmente en países en vías de desarrollo.
Proponer modelos de políticas públicas que favorezcan la investigación, el desarrollo (I+D) y la creación de entornos propicios para la innovación tecnológica sostenible.
Investigar la gobernanza digital y su influencia en las políticas públicas y la participación ciudadana.
Analizar cómo las tecnologías digitales transforman la toma de decisiones gubernamentales y la gestión pública.
Explorar el potencial de las plataformas digitales para mejorar la transparencia y la participación ciudadana en los procesos políticos.
Desarrollar soluciones innovadoras a través de la innovación social para resolver problemas sociales y ambientales.
Promover proyectos de innovación social que utilicen la tecnología para mejorar la calidad de vida de comunidades vulnerables, priorizando la sostenibilidad y la justicia social.
Proponer nuevas formas de colaboración entre s",,,"Plan de trabajo: Estrategias y Actividades
1. Incremento de la producción científica
Establecer temas de investigación prioritarios dentro del área de especialización.
Fomentar la colaboración interna a través de reuniones periódicas para coordinar líneas de investigación.
Capacitación en redacción científica, técnicas de publicación y manejo de plataformas de publicaciones académicas.
Participación activa en congresos y simposios para la difusión de resultados preliminares y establecer redes de contacto.
Implementar un sistema de revisión por pares interno para mejorar la calidad de los manuscritos antes de ser enviados a revistas.
2. Desarrollo de proyectos colaborativos
Buscar socios estratégicos (universidades, centros de investigación, empresas, organismos internacionales) para crear proyectos colaborativos.
Aplicar a convocatorias de financiamiento para proyectos internacionales y nacionales.
Participar en proyectos de investigación multidisciplinarios, con otros grupos o disciplinas afines.
3. Fortalecimiento de la formación y capacitación
Desarrollar un plan de formación continua para todos los miembros del grupo en áreas como escritura académica, manejo de datos, y herramientas de investigación.
Promover la tutorización de estudiantes de posgrado para colaborar en los proyectos, contribuyendo al desarrollo de nuevas líneas de investigación.
Organizar talleres internos sobre la metodología de investigación, presentación de resultados y análisis de datos.
4. Fortalecimiento de redes y posicionamiento
Invitar a conferencistas nacionales e internacionales a seminarios internos, para promover el intercambio de conocimientos.
Crear una estrategia de visibilidad en redes sociales y plataformas académicas, como ResearchGate, Google Scholar, LinkedIn y otras.
Asistir y presentar trabajos en congresos, simposios y otros eventos científicos relevantes para visibilizar al grupo.
5. Obtener financiación externa
Desarrollar propuestas de investigación innovadoras y de",1
PL-00000000002521,G-00000000002521,Plan Estratégico,,,"Generar nuevos conocimientos científicos y tecnológicos mediante investigación aplicada en las áreas de energías alternativas, biomasa, diseño y construcción de equipos, procesos de producción limpia y gestión energética.
Despertar y estructurar el espíritu investigativo de la comunidad académica del a Facultad de Ingenierías de la Universidad Popular del Cesar, para que con su trabajo contribuya al desarrollo académico, científico, social y económico del a región.
Divulgar los resultados de las investigaciones realizadas por el Grupo por medio de publicaciones, conferencias, presentaciones, seminarios, entre otros medios de divulgación.
Brindar asesoría especializada a las empresas de la región en diseño y construcción de equipos, desarrollo de procesos de producción limpia y gestión energética.
Establecer vínculos con grupos de investigación afines nacionales e internacionales para el desarrollo de proyectos conjuntos y fortalecimiento mutuo.
Gestionar la formación a nivel de postgrados de los miembros del Grupo en las áreas de actuación que este maneja o relacionadas.
Fomentar la explotación transformación y uso racional del recurso renovable y no renovable, respetando el ecosistema y los postulados del Desarrollo Sostenible.
Incrementar el acervo de información en la región acerca de sus recursos y su explotación; abrir canales de comunicación entre los sectores científicos y empresarios.
Apoyar el desarrollo de acciones interdisciplinarias (botáni-cos, agrónomos, químicos, ingenieros ambientales, electrónicos y de sistemas) que conduzcan a resultados pasibles de aplicación industrial.
Desarrollar Catalizadores y Adsorbentes para mejorar el medio ambiente y la calidad de vida, mediante tecnologías correctivas, preventivas y de alto valor agregado.
Facilitar el Desarrollo de Tecnologías de Ingeniería del software y potenciar su transferencia a los sectores industriales y de servicios.",,,"Plan de trabajo: . Capacitación y entrenamiento para cualificación del personal que conforma el grupo de investigación.
. Formulación y presentación de proyectos de alto impacto regional y nacional en adaptación de tecnologías y generación de conocimiento científico a entidades que disponen recursos de esta índole.
. Intercambio de experiencias con grupos acreditados y reconocidos a nivel nacional e internacional.
. Consolidación de infraestructura científica y tecnológica para el desarrollo de proyectos de investigación.",1
PL-00000000005792,G-00000000005792,Plan Estratégico,,,"OBJETIVOS GENERALES
1. Propender por el desarrollo intelectual, académico y científico de los investigadores y coinvestigadores del grupo.
2. Desarrollar productos de una alta calidad técnica y científica en la publicación de revistas indexadas de nivel nacional e internacional y el desarrollo de procesos de nuevas patentes.
3. Desarrollar seminarios y simposios de capacitación científica y técnica que propendan por el desarrollo de la región y del país con la formación de nuevos investigadores.
4. Asistir a cursos nacionales e internacionales para el mejoramiento del grupo de investigación en concordancia con la misión y visión del grupo.
5. Participar de las diferentes convocatorias de Colciencias y demás organismos gubernamentales y no gubernamentales para el financiamiento de los diferentes proyectos de investigación.
Objetivos Específicos
1. Diseñar proyectos que den respuesta a los principales problemas de salud de la población humana.
2. Plantear estrategias de intervención basados en planes estratégicos de resultados de procesos de investigación con impacto en la educación superior de la región y del pais.
3. Analisis de lectura y procesamiento de ADN.
4. Asesoramiento y gestión de proyectos de I+D en las ciencias biomédicas.
5. Desarrollo de herramientas para mejorar la expresión, detección y modelamiento de moléculas.
6. Diseño y desarrollo para diagnóstico molecular de procesos patológicos y comporta mentales del individuo en sociedad.
7. Análisis de expresión génica. Utilizando la bioinformática como herramienta.
8. Trazado de marcadores de susceptibilidad genética en la población colombiana relacionada con procesos patológicos.
9. Satisfacer aquellas necesidades analíticas de las empresas del sector agroindustrial, que únicamente pueda cubrirse mediante el análisis de ADN de los microorganismos, virus y células humanas o animales, etc.",,,"Plan de trabajo: El grupo se reunirá de manera continua durante los días de semana para desarrollar las diferentes actividades investigativas, donde cada uno de los investigadores y coinvestigadores propenderán por su desarrollo académico e intelectual y científico en aras de fortalecer la investigación en la región y en el país. El grupo realizara actividades en los campos de la investigación cualitativos y cuantitativos para fortalecer la docencia, la extensión y la administración académica con proyección social propendiendo por la salud de la población humana. Se concertara con los grupos de Investigación de otras regiones, tratando de armonizar los objetivos institucionales del grupo con la formación de nuevos investigadores y con propuestas de innovación en el campo de la ciencia básica y aplicada. Además el grupo contara con un comité de seguimiento para las diferentes actividades ya antes mencionadas para direccionar la misión y la visión del grupo a largo, mediano y corto plazo.",1
PL-00000000015173,G-00000000015173,Plan Estratégico,,,"1.Formular y desarrollar proyectos de investigación, innovación y base tecnológica en el área industrial, agrícola y comercio para la solución de problemas de la región y el país.
2. Aplicar nuevas tecnologías a la ejecución de proyectos con componentes de innovación en áreas como: control, automatización, telecomunicaciones y sistemas embebidos. Desarrollar protocolos de comunicación para dispositivos embebidos.
4. Desarrollar proyectos orientados a resolver problemas en el sector Agro industrial, Biomédico, Electronica de Consumo, Servicios y redes de Datos utilizando las tecnologías de información y la comunicación.
7. Desarrollar transferencia tecnológica de investigación aplicada al sector productivo de la región.
8. Publicar los resultados de las investigaciones del grupo en revistas indexadas y eventos científicos.
9. Diseñar y desarrollar propuestas investigativas utilizando Redes de telecomunicaciones, IoT, Sensores Inalámbricos y el procesamiento de imágenes en los diferentes sectores productivos de la Región y el País; para la generación de nuevo conocimiento.",,,"Plan de trabajo: El grupo tiene como plan el desarrollo de proyectos de investigación, innovación y base tecnológica relacionados con las áreas de la electrónica, tecnologías de la información, telecomunicaciones y procesamiento de imagenenes, con miras a contribuir a la generación de nuevo conocimiento que tenga aplicabilidad en la solución de problemas de la industria, la agricultura y el comercio. Esto se hará principalmente participando en convocatorias nacionales de investigación aplicada en búsqueda de financiación.
Se espera realizar publicación de artículos en revistas nacionales e internacionales reconocidas. Actividades de divulgación mediante la presentación de los resultados de investigación en congresos internacionales especializados.
En el campo de la formación se coordinarán y ejecutarán semilleros de investigación específicos con los estudiantes de ingeniería Electrónica de la Universidad Popular del cesar
Se propone la realización de convenios con otras universidades, empresas, gremios y centros de investigación de trayectoria que apoyen con infraestructura, financiación y asesoría científica la ejecución de los proyectos. Esta etapa es clave para poder fortalecer la transferencia del conocimiento a los nacientes grupos, además es de suma importancia contar con socios de investigación reconocidos a nivel nacional.",1
PL-00000000014398,G-00000000014398,Plan Estratégico,,,"GENERAl:
¿ Conformar en el ambiente universitario un tanque de pensamiento que con visión académica contribuya a generar un ambiente intelectual para la construcción de pensamiento propio, en el marco del debate civilizado, el respeto, la tolerancia y el desarrollo de la creatividad propia del estudiante upecista.",,,"Plan de trabajo: - Sensibilización de docentes integrantes del grupo
- Conformación del grupo de investigación
- Conformación de semilleros de investigación
- Actualización de Cvlac docentes y estudiantes.
- Construcción del block del grupo
- Capacitación de semilleros de investigación
- Diseño de proyecto de investigación
- Inscripción del grupo ante Colciencias
- Gestión de la categorización del grupo
- Organización de eventos académicos",1
PL-00000000017408,G-00000000017408,Plan Estratégico,,,,,,Plan de trabajo:,1
PL-00000000002397,G-00000000002397,Plan Estratégico,,,"GENERAL
Promover y desarrollar investigación básica y aplicada encaminada a explorar, evaluar y proyectar el uso de los recursos microbiológicos de las diferentes regiones naturales colombianas, para contribuir con el desarrollo de tecnologías sostenibles, aplicables al mejoramiento de la actividad agroindustrial, el desarrollo rural, la seguridad alimentaria y el saneamiento ambiental, de acuerdo a los diagnósticos, las necesidades y perspectivas de este campo en Colombia.
ESPECÍFICOS
Generar y socializar conocimiento sobre el microbioma asociado a los agroecosistemas y sistemas naturales tropicales y su aplicación en pro del desarrollo sostenible del sector agrícola y el mejoramiento del ambiente, con especial énfasis en el recurso suelo.
Promover la bioprospección de recursos microbiológicos, y propender por el complemento con actividades encaminadas al desarrollo industrial con base en las potencialidades identificadas en apoyo a la sostenibilidad del sector agrícola y ambiental.
Estudiar bioestimulantes para apoyar la reconversión de la agricultura hacia modelos sostenibles en zonas tropicales con especial énfasis en el caribe colombiano
Promover la enseñanza y la investigación en educación desde las ciencias básicas y naturales para el desarrollo sostenible.
Formar recurso humano en investigación, mediante actividades de, iniciación científica, profundización, entrenamiento y actualización y estudios de alto nivel para la apropiación del conocimiento, con miras a fortalecer las capacidades de investigación de la institución y el país.",,,"Plan de trabajo: METAS
Formular y ejecutar al menos un proyecto al año en temas relacionados con la microbiología agrícola, ambiental e industrial.
Divulgar los resultados de investigaciones desarrolladas por el grupo, participando activamente en eventos científicos de carácter nacional y al menos en un evento de carácter internacional al año.
Publicar anualmente artículos científicos como resultado de investigaciones en revistas especializadas nacionales e internacionales indexadas.
Crear un laboratorio exclusivamente para actividades de investigación en microbiología en la Universidad Popular del Cesar.
Crear un cepario de microorganismos promisorios.
Capacitar en la temática específica del grupo y vincular permanentemente a estudiantes de la Universidad Popular del Cesar a proyectos de investigación, como estrategia para la formación de talento humano.
Organizar al menos un evento científico al año.
Obtener la cooperación de la empresa y otras instituciones de carácter público o privado, para facilitar la ejecución de proyectos de investigación.
ACTIVIDADES
Creación de un semillero de investigación en microbiología en la Universidad Popular del Cesar.
Dirigir permanentemente trabajos de grado, vinculados a proyectos de investigación enmarcados dentro del campo de acción del grupo.
Organización de seminarios, encuentros y demás eventos relacionados.
Gestionar proyectos conjuntos con empresas y otras instituciones de investigación
Participar en convocatorias internas de la Universidad y externas de carácter regional y nacional para la financiación de proyectos.
Gestionar la obtención de un espacio para la implementación del laboratorio de investigaciones en microbiología en la Universidad Popular del Cesar.
Adquirir, mediante la financiación de proyectos, equipos, reactivos y materiales para facilitar la ejecución de investigaciones y trabajos de grado en el Laboratorio de microbiología de la Universidad Popular",1
PL-00000000005564,G-00000000005564,Plan Estratégico,,,"OBJETIVOS:
- Incentivar la participación de la comunidad estudiantil y docentes en la formulación y ejecución de proyectos de investigación.
- Crear alternativas que permitan la capacitación de los integrantes del grupo en el área ambiental y sanitaria.
- Socializar las investigaciones realizadas mediante la publicación de estas en revistas especializadas, la pagina de la Universidad y Colciencias.
- Alcanzar un impacto positivo en el programa de ingeniería ambiental y sanitaria y demás programas afines.
- Ser líderes en la aplicación de nuevas alternativas de solución a los problemas ambientales que se generan en la región y el país.",,,"Plan de trabajo: Dentro de las actividades que se pretenden desarrollar tenemos:
- Ejecutar proyectos de investigación en el área ambiental y sanitaria, avalados por la institución, que permitan el reconocimiento del grupo en Colciencias.
- Dirigir la presentación de trabajos de grado en pregrado y postgrado, que busquen el aval de la Universidad.
- Publicar los diferentes estudios realizados, así como artículos y ponencias en el área ambiental y sanitaria.
- Iniciar la escritura de un libro que recopile los temas que enmarca la línea de investigación.
- Participar en eventos académicos en los cuales se socialicen los resultados de las investigaciones realizadas.
- Propiciar la capacitación de los integrantes del grupo en el área ambiental y sanitaria.",1
