id,nombre,codigo_cvlac,afiliacion,categoria,contacto,url,fuente,activo
I-0000559822,OMAR ENRIQUE TRUJILLO VARILLA,0000559822,,Investigador Junior (IJ),,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000559822,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2014/7 - Actual",1
I-0000547280,Roosevelt CARRILLO MARTINEZ,0000547280,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000547280,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2015/1 - Actual",1
I-0000548723,Sircarlos molina retamozo,0000548723,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000548723,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2018/6 - 2019/6",1
I-0001667502,Beatriz Elena Mestre Moron,0001667502,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001667502,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2022/1 - Actual",1
I-0001482027,Jose Mauricio Rivero Olmos,0001482027,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001482027,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2022/1 - Actual",1
I-0001601952,AMAURY ENRIQUE SALAS JIMENEZ,0001601952,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001601952,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2022/1 - 2026/7",1
I-0002070563,arnoldo rafael oliveros escobar,0002070563,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0002070563,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2022/1 - Actual",1
I-0000185854,CARLOS ANDRÉS MEJÍA ROJAS,0000185854,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000185854,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2022/1 - Actual",1
I-0002287999,DIXON LEONARDO ARIZA ROMERO,0002287999,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0002287999,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2025/1 - Actual",1
I-0000056136,Everardo Manuel Sánchez Puche,0000056136,,Investigador Junior (IJ),,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000056136,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2023/1 - Actual",1
I-0001748966,GABRIEL FERNANDO FRANCO MAYA,0001748966,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001748966,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2022/1 - Actual",1
I-0002106572,Ingrith Carolina Pavas Romero,0002106572,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0002106572,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2022/1 - Actual",1
I-0001682069,Jhon Jairo Jiménez Pérez,0001682069,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001682069,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2022/1 - Actual",1
I-0001865235,Jhonny Javier Arroyo Martinez,0001865235,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001865235,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2022/1 - 2026/7",1
I-0000035825,José Bernardo Petit López,0000035825,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000035825,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2022/1 - Actual",1
I-0000074929,JOSE DEL ROSARIO ARAMENDIZ MEJIA,0000074929,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000074929,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2022/1 - Actual",1
I-0001171739,Jose Ignacio Vilardy Armenta,0001171739,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001171739,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2022/1 - Actual",1
I-0000074315,Melissa Isabel Rondon Angulo,0000074315,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000074315,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2022/1 - Actual",1
I-0000122089,Miguel Trinidad Arrieta Mattos,0000122089,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000122089,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2022/1 - Actual",1
I-0001836499,MILTON JOSÉ MORALES VIELMA,0001836499,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001836499,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2022/1 - Actual",1
I-0002281449,Ronny Javier Lopez De Vivero,0002281449,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0002281449,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2024/1 - Actual",1
I-0000758078,Yenny ALCOCER PLAZA,0000758078,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000758078,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2022/1 - Actual",1
I-0001388098,Jorge Luis Rangel Acosta,0001388098,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001388098,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2024/2 - Actual",1
I-0001531662,Kelly Jhoana Rodelo Soto,0001531662,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001531662,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2020/2 - Actual",1
I-0001848189,Arinaldo Pereira Da silva,0001848189,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001848189,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2019/2 - Actual",1
I-0001471482,Brayan Alexis Parra Orobio,0001471482,,Investigador Asociado (I),,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001471482,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2019/8 - 2026/8",1
I-0000155875,Daneisy Ibarra Carvajalino,0000155875,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000155875,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2024/8 - Actual",1
I-0000123155,Daniel Olivera Paniagua,0000123155,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000123155,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2017/1 - 2018/12",1
I-0002004369,Danilo Alfonso Piña Velásquez,0002004369,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0002004369,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2020/8 - Actual",1
I-0001425503,Iris Karine Martinez Quintero,0001425503,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001425503,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2020/2 - Actual",1
I-0001681257,José Alfonso Flórez Mercado,0001681257,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001681257,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2024/9 - Actual",1
I-0002114728,Jose Javier Cabrera Cabrera,0002114728,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0002114728,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2024/2 - Actual",1
I-0001541907,Juan David Herrera Galviz,0001541907,,Investigador Junior (IJ),,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001541907,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2019/9 - Actual",1
I-0002081510,Kelly Viviana Duarte Chaudruc,0002081510,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0002081510,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2022/2 - Actual",1
I-0001540372,Luis Carlos Rodriguez Barbosa,0001540372,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001540372,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2023/1 - Actual",1
I-0002156557,Luisa Fernanda Villalobos Perez,0002156557,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0002156557,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2024/8 - Actual",1
I-0002114086,Luz Neira Gomez Chogo,0002114086,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0002114086,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2025/1 - Actual",1
I-0001441458,Nayibe Tatiana Sanchez Alvarez,0001441458,,Investigador Junior (IJ),,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001441458,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2019/2 - Actual",1
I-0001845247,NIDIA ROCIO ARIZA CAÑIZARES,0001845247,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001845247,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2022/2 - Actual",1
I-0002405316,Olmer Edilson Zapata Logatto,0002405316,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0002405316,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2025/3 - Actual",1
I-0001411648,ROCIO ROPERO PALLARES,0001411648,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001411648,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2017/2 - Actual",1
I-0002315989,Roque Sanchez casallas,0002315989,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0002315989,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2025/10 - Actual",1
I-0000116197,Rossember Saldaña Escorcia,0000116197,,Investigador Junior (IJ),,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000116197,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2019/2 - Actual",1
I-0001620230,Sergio Iván Guarín Santiago,0001620230,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001620230,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2020/2 - Actual",1
I-0002368597,victor benjamin herrera casadiegos,0002368597,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0002368597,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2024/2 - Actual",1
I-0001412731,yeny paola casallas zapata,0001412731,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001412731,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2022/8 - Actual",1
I-0002060398,YISSETH MARIOTTE SANCHEZ OJEDA,0002060398,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0002060398,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2024/8 - Actual",1
I-0001537020,YICETH ALEJANDRA GONZALEZ DUARTE,0001537020,,Investigador Junior (IJ),,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001537020,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2017/11 - Actual",1
I-0001428804,YAZMIN HERNANDEZ ALVAREZ,0001428804,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001428804,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2019/2 - Actual",1
I-0000651559,Adolfo Leon DIAZ DE LA ROSA,0000651559,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000651559,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2017/11 - Actual",1
I-0000027716,angel humberto jurado uribe,0000027716,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000027716,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2023/9 - Actual",1
I-0002387854,BRANDON ABDUL BARRERO HOLGUIN,0002387854,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0002387854,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2025/8 - Actual",1
I-0001343627,CARLOS ARTURO YAZO GALLLARDO,0001343627,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001343627,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2017/11 - 2025/1",1
I-0000570486,CARMEN CECILIA GALVIS NUÑEZ,0000570486,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000570486,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2020/11 - 2021/2",1
I-0002060749,DARLY BRINETH CHIQUILLO BACCA,0002060749,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0002060749,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2023/10 - Actual",1
I-0002069342,Farina Pacheco Granados,0002069342,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0002069342,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2025/6 - Actual",1
I-0001651312,german sanchez vargas,0001651312,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001651312,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2017/11 - Actual",1
I-0001453275,Henry Ali Montes Montealegre,0001453275,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001453275,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2023/2 - 2025/12",1
I-0000706167,Jaime Arturo Hernandez espinosa,0000706167,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000706167,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2026/6 - Actual",1
I-0001746260,JAVIER ENRIQUE CRUZ HERRERA,0001746260,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001746260,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2019/6 - Actual",1
I-0001498233,JOSE GREGORIO JORGE GARCIA,0001498233,,Investigador Junior (IJ),,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001498233,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2019/9 - Actual",1
I-0000068159,JOSE LUIS OLARTE MERCHAN,0000068159,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000068159,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2019/2 - Actual",1
I-0002261903,judith madrid de arco,0002261903,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0002261903,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2024/8 - Actual",1
I-0000052664,KATHERINE ISABEL SOTO ASCANIO,0000052664,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000052664,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2023/2 - Actual",1
I-0002113933,Kennia Lorena Escobar Ruiz,0002113933,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0002113933,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2024/8 - Actual",1
I-0002269026,LICETH LORAYNE SANCHEZ CARREÑO,0002269026,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0002269026,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2024/8 - Actual",1
I-0000171936,LILIANA MARIA CASTEBLANCO MARTINEZ,0000171936,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000171936,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2019/8 - Actual",1
I-0001449769,LUIS HERNANDO SERNA CARDONA,0001449769,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001449769,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2017/11 - 2019/7",1
I-0002169432,Maria Angelica Castiblanco Martinez,0002169432,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0002169432,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2024/8 - Actual",1
I-0002059627,María Camila Amaya Badillo,0002059627,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0002059627,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2022/8 - Actual",1
I-0002161526,NERYS AMPARO MARTINEZ MIER,0002161526,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0002161526,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2024/8 - Actual",1
I-0001410761,RICARDO JESUS GUERRERO DIAZ,0001410761,,Investigador Junior (IJ),,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001410761,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2017/11 - 2024/5",1
I-0000000063,RICARDO JESUS LOBO CAÑIZARES,0000000063,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000000063,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2019/10 - 2019/12",1
I-0001459431,RODOLFO RINCON PAEZ,0001459431,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001459431,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2022/2 - 2024/5",1
I-0000635731,Sandra lago padilla,0000635731,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000635731,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2023/8 - Actual",1
I-0000655309,Schneyder Jose Molina Romero,0000655309,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000655309,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2017/11 - 2018/2",1
I-0002138904,Wilfred Smith Torres Gutierrez de Piñeres,0002138904,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0002138904,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2023/9 - Actual",1
I-0000157064,WILTON ALBEIRO QUIÑONES BERMUDEZ,0000157064,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000157064,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2025/2 - Actual",1
I-0002180930,Yeraldin Smir Vides Guerrero,0002180930,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0002180930,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2024/2 - Actual",1
I-0000064046,ERIMAR CAROLINA BRACHO COLINA,0000064046,,Investigador Asociado (I),,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000064046,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2020/1 - Actual",1
I-0001409046,JAIRO HUMBERTO NARVAEZ VALET,0001409046,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001409046,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2025/2 - Actual",1
I-0000002556,RAMON DE JESUS RAMOS SANCHEZ,0000002556,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000002556,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2022/7 - Actual",1
I-0001398447,Yesid Ramos PEREZ,0001398447,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001398447,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2021/1 - 2025/1",1
I-0001381258,Rafael Enrique Ordoñez Cardales,0001381258,,Investigador Junior (IJ),,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001381258,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2021/3 - Actual",1
I-0001448116,Alexander Farith Arenas Quintero,0001448116,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001448116,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2025/2 - Actual",1
I-0001411506,CESAR ALFONSO MANJARREZ PONTON,0001411506,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001411506,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2021/2 - Actual",1
I-0001422982,CLAUDIA LILIANA GARCIA MADRID,0001422982,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001422982,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2024/2 - Actual",1
I-0001641915,David Moreno Ruiz,0001641915,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001641915,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2021/3 - Actual",1
I-0002068429,Dellerlin Astrid Cepeda Orozco,0002068429,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0002068429,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2025/3 - Actual",1
I-0001410514,Eder Hans Fernandez De leon,0001410514,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001410514,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2019/1 - Actual",1
I-0001997802,edgar andres muñoz villero,0001997802,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001997802,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2023/3 - Actual",1
I-0001812903,Fabel Armando Arciniegas Molina,0001812903,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001812903,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2021/9 - Actual",1
I-0000984264,FELIX MIGUEL MOVILLA CONTRERAS,0000984264,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000984264,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2014/1 - 2015/1",1
I-0000421332,Isidoro GORDILLO GALVIS,0000421332,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000421332,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2014/1 - 2014/12",1
I-0001594508,jader enrique esquivel mojica,0001594508,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001594508,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2014/1 - 2015/12",1
I-0000395536,Jesús María Valencia Bustamante,0000395536,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000395536,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2020/1 - Actual",1
I-0001410614,JHONNY ANTONIO RIVERA VERGEL,0001410614,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001410614,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2014/1 - Actual",1
I-0001415487,JHONYS ENRIQUE BOLAÑO OSPINO,0001415487,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001415487,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2014/1 - 2014/9",1
I-0000421901,Jorge Alfonso Gutièrrez Silva,0000421901,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000421901,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2018/3 - 2024/8",1
I-0001399497,LACIDES ALFONSO BALETA PALOMINO,0001399497,,Investigador Junior (IJ),,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001399497,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2014/1 - 2015/2",1
I-0001400361,Liliana Carolina Molina Blanco,0001400361,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001400361,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2017/8 - Actual",1
I-0001038893,LILIANA PATRICIA BARON AMARIS,0001038893,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001038893,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2019/1 - 2024/12",1
I-0000164942,Lina Maria Navarro Sajonero,0000164942,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000164942,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2021/9 - 2024/11",1
I-0001403741,MARCO PEÑALOZA PEREZ PEÑALOZA PEREZ,0001403741,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001403741,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2024/2 - Actual",1
I-0001484144,Marlon De Jesús Rondón Meza,0001484144,,Investigador Junior (IJ),,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001484144,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2014/1 - 2015/1",1
I-0001590707,NIVER JAVIER ARAMENDIZ SANJUAN,0001590707,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001590707,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2015/3 - 2015/12",1
I-0001737616,Osmady López Herrera,0001737616,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001737616,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2021/1 - 2024/1",1
I-0001410260,Rafael Agustín Cabas Oñate,0001410260,,,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001410260,"GrupLAC, censo de integrantes, consultado 2026-09-25; vinculación: 2019/1 - Actual",1
